2024
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Total"
"430845 FORTALEZA DOS VALOS";2;-;-;-;-;-;-;1;1;2;5;2;13
"430850 FREDERICO WESTPHALEN";6;13;26;84;93;90;150;195;319;343;142;12;1473
"430860 GARIBALDI";-;-;-;1;-;-;1;2;2;7;10;2;25
"430870 GAURAMA";-;-;-;-;-;-;-;-;-;2;1;2;5
"430880 GENERAL CAMARA";-;-;-;-;-;-;-;-;1;-;-;-;1
"430885 GENTIL";-;-;-;-;-;-;-;1;-;-;-;-;1
"430890 GETULIO VARGAS";-;-;-;-;-;1;1;3;5;10;4;4;28
"430900 GIRUA";-;1;-;-;-;5;4;9;7;8;5;-;39
"430905 GLORINHA";-;-;-;-;-;-;-;-;-;-;1;-;1
"430910 GRAMADO";2;8;9;6;6;10;16;19;44;32;13;1;166
"430915 GRAMADO XAVIER";-;-;-;-;-;-;-;-;-;1;1;-;2
"430920 GRAVATAI";2;3;6;3;7;32;60;105;117;160;192;64;751
"430925 GUABIJU";-;-;-;-;-;-;-;-;-;1;-;1;2
"430930 GUAIBA";2;1;1;2;2;9;13;24;28;23;11;-;116
"430940 GUAPORE";-;-;-;1;2;1;1;2;3;3;9;3;25
"430950 GUARANI DAS MISSOES";-;-;-;-;1;5;12;15;11;22;9;15;90
"430955 HARMONIA";-;-;-;-;-;-;1;-;-;-;-;-;1
"430960 HORIZONTINA";-;-;-;1;-;6;15;16;18;36;39;12;143
"430965 HULHA NEGRA";-;-;-;-;-;-;-;1;-;-;-;-;1
"430970 HUMAITA";-;-;-;1;-;2;7;2;5;29;24;13;83
"430980 IBIACA";-;-;-;-;-;-;-;-;-;-;-;1;1
"430990 IBIRAIARAS";-;-;-;-;-;-;-;-;-;2;4;-;6
"431000 IBIRUBA";-;-;1;-;1;2;1;1;2;7;11;5;31
"431010 IGREJINHA";-;-;-;1;1;5;5;15;16;11;14;20;88
"431020 IJUI";1;4;3;6;4;4;15;31;59;83;137;78;425
"431030 ILOPOLIS";-;-;-;-;-;1;1;-;-;-;-;-;2
"431033 IMBE";-;-;-;-;-;1;2;1;15;30;39;10;98
"431036 IMIGRANTE";-;-;-;-;-;-;-;-;1;1;-;-;2
"431040 INDEPENDENCIA";-;-;-;2;3;5;60;50;33;43;41;48;285
"431041 INHACORA";-;-;-;-;-;-;-;-;2;2;17;3;24
"431050 IRAI";5;11;21;21;31;51;71;79;60;96;99;60;605
"431053 ITAARA";-;-;-;-;-;2;-;1;3;4;7;-;17
"431055 ITACURUBI";-;-;-;-;-;-;1;2;-;-;-;-;3
"431057 ITAPUCA";-;-;-;-;-;-;-;1;-;-;-;-;1
"431060 ITAQUI";-;-;-;-;-;-;1;1;1;-;1;-;4
"431070 ITATIBA DO SUL";-;-;-;-;-;-;-;-;-;2;1;-;3
"431075 IVORA";-;-;-;-;-;-;-;-;-;1;1;-;2
"431080 IVOTI";-;1;-;2;4;5;5;19;33;34;53;20;176
"431085 JABOTICABA";-;2;-;-;-;-;-;1;1;1;2;-;7
"431090 JACUTINGA";-;1;-;1;1;-;-;1;-;-;2;-;6
"431100 JAGUARAO";-;-;-;-;1;-;-;-;-;-;4;-;5
"431110 JAGUARI";-;-;-;-;-;-;-;-;-;1;-;-;1
"431112 JAQUIRANA";-;-;-;-;-;-;-;-;-;-;-;1;1
"431115 JOIA";-;-;-;-;-;-;2;-;-;2;3;1;8
"431120 JULIO DE CASTILHOS";-;-;-;-;1;-;1;3;1;1;3;-;10
"431123 LAGOA BONITA DO SUL";-;-;-;-;-;-;-;1;-;-;-;-;1
"431125 LAGOAO";-;-;-;-;-;-;-;-;1;-;-;-;1
"431130 LAGOA VERMELHA";-;-;-;-;-;-;-;-;3;2;-;-;5
"431140 LAJEADO";-;1;4;2;-;8;9;11;43;65;82;23;248
"431150 LAVRAS DO SUL";-;-;-;-;-;2;-;-;3;1;-;-;6
"431160 LIBERATO SALZANO";-;-;-;-;-;1;1;-;6;6;7;7;28
"431162 LINDOLFO COLLOR";-;-;-;-;-;-;-;3;4;4;4;3;18
"431170 MACHADINHO";-;-;-;-;-;-;1;-;1;9;21;7;39
"431171 MACAMBARA";-;-;-;-;-;-;-;-;-;-;1;-;1
"431177 MAQUINE";-;-;-;-;1;-;1;-;-;-;3;-;5
"431180 MARAU";-;-;2;-;5;1;2;2;2;5;13;1;33
"431190 MARCELINO RAMOS";-;-;-;-;-;-;-;-;-;-;3;-;3
"431215 MATO LEITAO";-;-;-;1;1;-;-;-;2;-;5;2;11
"431220 MAXIMILIANO DE ALMEIDA";-;-;-;-;-;-;-;-;-;-;2;4;6
"431225 MINAS DO LEAO";-;-;-;-;-;-;-;-;-;2;1;-;3
"431230 MIRAGUAI";-;1;1;2;4;10;31;67;91;98;137;15;457
"431235 MONTAURI";-;-;-;-;-;-;-;-;-;1;-;-;1
"431238 MONTE BELO DO SUL";-;-;-;1;-;-;-;-;-;-;1;-;2
"431240 MONTENEGRO";-;1;3;2;1;2;3;6;5;10;12;12;57
"431242 MORMACO";-;-;-;-;-;-;-;-;-;1;-;-;1
"431245 MORRO REDONDO";-;-;-;-;-;-;-;-;-;-;2;-;2
"431247 MORRO REUTER";-;-;-;-;-;-;-;2;-;-;1;-;3
"431260 MUCUM";-;-;-;-;1;-;-;-;1;1;1;-;4
"431265 NAO-ME-TOQUE";-;-;-;3;-;3;5;2;3;7;4;2;29
"431270 NONOAI";-;-;1;-;1;2;3;3;8;3;12;1;34
"431275 NOVA ALVORADA";1;-;-;-;-;-;-;1;-;2;5;3;12
"431280 NOVA ARACA";-;-;-;-;-;-;-;1;-;-;2;1;4
"431290 NOVA BASSANO";-;-;-;-;-;-;-;1;-;-;-;-;1
"431295 NOVA BOA VISTA";-;-;-;-;-;-;-;-;-;3;7;-;10
"431300 NOVA BRESCIA";-;1;-;-;-;-;-;-;1;-;-;-;2
"431301 NOVA CANDELARIA";-;-;-;-;1;-;-;1;2;2;13;4;23
"431303 NOVA ESPERANCA DO SUL";-;-;-;-;-;-;-;-;-;-;1;-;1
"431306 NOVA HARTZ";1;-;-;-;2;2;5;10;13;15;21;6;75
"431308 NOVA PADUA";-;-;-;-;-;-;-;-;-;-;1;-;1
"431310 NOVA PALMA";-;-;-;-;-;-;1;1;1;1;3;3;10
"431320 NOVA PETROPOLIS";-;-;-;-;3;5;10;15;10;10;8;3;64
"431330 NOVA PRATA";-;-;-;-;2;-;-;-;1;4;12;4;23
"431335 NOVA ROMA DO SUL";-;-;-;-;-;-;-;-;-;1;2;-;3
"431337 NOVA SANTA RITA";2;-;-;1;4;6;12;3;9;20;27;9;93
"431340 NOVO HAMBURGO";34;50;75;115;185;376;666;861;875;932;512;135;4816
"431342 NOVO MACHADO";-;-;-;1;-;1;-;2;2;3;11;2;22
"431344 NOVO TIRADENTES";-;-;-;-;-;-;-;-;2;2;4;2;10
"431346 NOVO XINGU";-;-;-;-;-;-;3;-;2;-;-;-;5
"431349 NOVO BARREIRO";-;-;1;-;1;-;-;1;2;3;7;1;16
"431350 OSORIO";-;-;-;-;-;-;2;5;6;18;17;10;58
"431360 PAIM FILHO";-;-;-;-;-;-;-;-;-;-;-;1;1
"431365 PALMARES DO SUL";-;-;-;-;-;-;-;-;-;-;1;-;1
"431370 PALMEIRA DAS MISSOES";-;1;3;3;1;4;8;15;56;78;157;132;458
"431380 PALMITINHO";1;-;2;2;6;5;22;28;27;52;75;11;231
"431390 PANAMBI";1;-;2;4;-;1;4;5;10;27;63;32;149
"431395 PANTANO GRANDE";-;-;-;-;-;1;-;2;2;3;-;-;8
"431400 PARAI";-;-;-;-;-;-;1;-;-;-;-;-;1
"431402 PARAISO DO SUL";-;-;-;-;-;1;-;-;-;1;1;-;3
"431403 PARECI NOVO";-;-;-;-;-;-;-;-;1;-;-;3;4
"431405 PAROBE";1;-;-;-;3;4;3;12;12;21;19;4;79
"431410 PASSO FUNDO";3;6;5;6;12;12;25;84;127;156;206;121;763
"431413 PAULO BENTO";-;-;-;-;-;-;-;-;2;2;1;2;7
"431430 PEJUCARA";-;-;-;-;-;-;-;-;2;1;7;-;10
"431440 PELOTAS";1;2;6;3;3;22;33;41;51;59;42;8;271
"431442 PICADA CAFE";-;-;-;-;-;-;-;1;-;-;-;2;3
"431445 PINHAL";-;-;-;-;-;1;-;-;-;1;1;-;3
"431449 PINHEIRINHO DO VALE";13;4;31;24;57;38;60;62;76;39;20;5;429
"431450 PINHEIRO MACHADO";-;-;-;-;-;1;-;1;-;-;2;-;4
"431454 PINTO BANDEIRA";-;-;-;-;-;-;1;-;-;-;-;-;1
"431455 PIRAPO";-;1;-;-;-;-;1;-;1;-;-;-;3
"431460 PIRATINI";-;-;-;-;-;1;-;-;1;1;-;-;3
"431470 PLANALTO";1;-;-;-;1;-;-;2;-;11;5;5;25
"431478 PONTE PRETA";-;-;-;-;-;-;-;-;-;-;2;6;8
"431480 PORTAO";-;-;-;-;1;5;8;23;67;58;56;13;231
"431490 PORTO ALEGRE";8;11;17;27;36;74;79;28;17;3;3;-;303
"431500 PORTO LUCENA";1;-;2;6;9;16;24;22;35;46;57;53;271
"431505 PORTO MAUA";-;-;-;1;3;8;14;24;38;40;32;10;170
"431507 PORTO VERA CRUZ";-;-;-;-;-;-;-;1;2;5;3;2;13
"431510 PORTO XAVIER";-;-;-;-;-;3;2;5;1;5;16;1;33
"431513 POUSO NOVO";-;-;-;1;-;-;-;-;-;-;-;-;1
"431514 PRESIDENTE LUCENA";-;-;-;-;-;-;-;-;1;2;3;4;10
"431530 QUARAI";1;-;-;-;-;-;-;-;1;1;2;1;6
"431531 QUATRO IRMAOS";-;-;-;-;-;-;-;-;3;2;-;1;6
"431535 QUINZE DE NOVEMBRO";-;-;-;-;-;-;-;-;-;-;1;-;1
"431540 REDENTORA";-;1;6;4;4;27;51;109;119;170;197;108;796
"431550 RESTINGA SECA";-;1;1;-;1;1;1;5;1;4;1;2;18
"431555 RIO DOS INDIOS";-;-;-;-;-;-;-;-;-;1;1;-;2
"431560 RIO GRANDE";-;2;1;2;-;8;15;19;45;42;34;14;182
"431570 RIO PARDO";-;-;-;-;2;-;3;8;8;2;2;-;25
"431575 RIOZINHO";-;-;-;-;2;-;-;-;-;2;1;-;5
"431580 ROCA SALES";-;-;-;-;-;-;-;-;2;4;8;-;14
"431590 RODEIO BONITO";-;-;-;-;-;1;1;1;6;2;1;1;13
"431595 ROLADOR";1;-;-;-;-;-;-;1;3;2;2;3;12
"431600 ROLANTE";-;1;1;-;-;2;1;1;7;8;26;12;59
"431610 RONDA ALTA";-;-;-;-;-;-;-;3;2;1;1;-;7
"431620 RONDINHA";-;-;-;-;-;-;-;1;2;5;2;1;11
"431630 ROQUE GONZALES";-;-;-;-;-;1;-;2;-;6;13;2;24
"431640 ROSARIO DO SUL";-;-;-;-;-;-;-;-;-;-;1;-;1
"431642 SAGRADA FAMILIA";-;-;-;-;-;-;1;-;4;16;10;14;45
"431643 SALDANHA MARINHO";-;-;-;-;-;-;-;-;-;2;-;1;3
"431645 SALTO DO JACUI";-;-;-;-;-;-;-;-;-;3;3;-;6
"431647 SALVADOR DAS MISSOES";-;-;-;-;-;-;-;1;1;4;16;3;25
"431650 SALVADOR DO SUL";-;-;1;-;-;-;-;-;1;1;9;1;13
"431660 SANANDUVA";-;-;2;-;3;3;9;7;16;17;10;3;70
"431670 SANTA BARBARA DO SUL";-;-;1;-;-;1;1;1;-;5;3;1;13
"431675 SANTA CLARA DO SUL";-;-;-;-;-;-;-;-;-;1;3;1;5
"431680 SANTA CRUZ DO SUL";1;2;2;3;11;11;25;19;57;113;197;88;529
"431690 SANTA MARIA";25;11;19;15;15;51;65;69;90;74;24;1;459
"431695 SANTA MARIA DO HERVAL";-;-;-;-;-;1;-;-;-;1;2;-;4
"431700 SANTANA DA BOA VISTA";-;-;-;-;-;-;-;5;5;2;13;1;26
"431710 SANT'ANA DO LIVRAMENTO";-;-;1;1;2;5;7;5;3;8;6;-;38
"431720 SANTA ROSA";5;4;25;54;60;182;309;524;719;1010;1290;475;4657
"431725 SANTA TEREZA";-;-;-;-;-;1;1;-;-;-;-;-;2
"431730 SANTA VITORIA DO PALMAR";-;-;-;-;-;-;1;2;3;4;3;-;13
"431740 SANTIAGO";-;-;-;1;2;3;4;3;5;5;17;3;43
"431750 SANTO ANGELO";-;2;-;1;2;5;8;14;22;79;60;4;197
"431760 SANTO ANTONIO DA PATRULHA";1;1;-;-;-;1;2;6;10;10;22;5;58
"431770 SANTO ANTONIO DAS MISSOES";-;2;4;9;6;6;8;2;2;19;-;-;58
"431775 SANTO ANTONIO DO PLANALTO";-;-;-;-;-;-;-;-;1;-;1;-;2
"431780 SANTO AUGUSTO";-;-;-;-;4;5;6;19;39;38;64;25;200
"431790 SANTO CRISTO";2;-;-;1;-;7;8;15;22;25;32;14;126
"431800 SAO BORJA";3;2;4;-;6;14;25;47;75;121;136;31;464
"431810 SAO FRANCISCO DE ASSIS";-;-;1;-;-;-;-;-;1;4;2;2;10
"431820 SAO FRANCISCO DE PAULA";-;1;-;-;-;1;-;1;-;-;-;-;3
"431830 SAO GABRIEL";-;-;-;-;3;2;4;14;32;31;30;21;137
"431840 SAO JERONIMO";-;-;-;-;-;-;1;6;14;16;6;-;43
"431843 SAO JOAO DO POLESINE";-;-;-;-;-;-;-;-;-;-;1;-;1
"431844 SAO JORGE";-;-;-;-;-;-;1;-;-;-;-;-;1
"431845 SAO JOSE DAS MISSOES";-;-;-;-;1;-;-;-;-;-;-;-;1
"431848 SAO JOSE DO HORTENCIO";-;-;1;-;-;-;-;1;3;3;5;5;18
"431849 SAO JOSE DO INHACORA";-;-;-;-;-;-;-;2;-;4;5;3;14
"431850 SAO JOSE DO NORTE";-;-;-;1;-;-;-;-;1;2;-;-;4
"431860 SAO JOSE DO OURO";-;-;-;-;-;-;-;-;-;-;1;-;1
"431861 SAO JOSE DO SUL";-;-;-;-;-;-;-;-;-;-;3;-;3
"431870 SAO LEOPOLDO";8;11;18;72;136;229;302;302;753;1027;982;189;4029
"431880 SAO LOURENCO DO SUL";-;-;-;-;-;-;5;3;8;4;5;-;25
"431890 SAO LUIZ GONZAGA";-;-;-;4;1;8;14;14;15;34;26;10;126
"431900 SAO MARCOS";-;-;-;-;-;-;1;-;4;1;-;1;7
"431910 SAO MARTINHO";-;-;-;-;-;5;5;1;4;19;26;7;67
"431915 SAO MIGUEL DAS MISSOES";-;-;-;-;2;-;4;1;-;5;6;4;22
"431920 SAO NICOLAU";-;-;-;-;-;1;1;6;-;1;11;3;23
"431930 SAO PAULO DAS MISSOES";-;-;-;-;1;3;6;11;13;7;10;15;66
"431935 SAO PEDRO DA SERRA";-;-;-;-;-;-;2;-;-;-;-;-;2
"431936 SAO PEDRO DAS MISSOES";-;-;-;-;-;-;-;-;-;17;5;2;24
"431937 SAO PEDRO DO BUTIA";-;-;-;-;-;-;1;3;-;3;1;-;8
"431940 SAO PEDRO DO SUL";-;-;1;-;-;-;1;-;-;-;2;-;4
"431950 SAO SEBASTIAO DO CAI";-;-;-;1;-;1;2;3;1;14;14;6;42
"431960 SAO SEPE";-;-;-;-;-;-;2;1;3;1;3;3;13
"431970 SAO VALENTIM";-;-;-;1;-;-;-;1;-;-;-;-;2
"431973 SAO VALERIO DO SUL";1;-;-;-;-;-;1;-;1;2;7;3;15
"431980 SAO VICENTE DO SUL";-;-;-;-;-;-;-;1;1;2;3;1;8
"431990 SAPIRANGA";-;-;-;1;3;7;12;20;29;39;43;13;167
"432000 SAPUCAIA DO SUL";-;1;3;2;10;21;48;82;130;163;204;112;776
"432010 SARANDI";-;-;1;-;1;1;6;10;5;46;29;13;112
"432020 SEBERI";1;-;-;-;2;2;1;11;5;14;11;20;67
"432023 SEDE NOVA";-;-;-;-;-;-;1;1;1;6;20;11;40
"432026 SEGREDO";-;-;-;-;-;1;-;-;-;-;-;-;1
"432030 SELBACH";1;-;-;-;-;-;1;1;4;3;2;1;13
"432032 SENADOR SALGADO FILHO";-;-;-;-;-;1;-;-;-;3;6;5;15
"432035 SENTINELA DO SUL";-;-;-;-;-;-;-;-;1;-;-;-;1
"432040 SERAFINA CORREA";-;-;-;1;4;-;1;8;5;9;12;9;49
"432050 SERTAO";-;-;-;-;-;-;-;-;-;-;-;1;1
"432057 SETE DE SETEMBRO";-;-;-;-;-;-;-;2;3;1;4;3;13
"432065 SILVEIRA MARTINS";-;-;-;-;-;-;-;1;-;-;-;-;1
"432067 SINIMBU";-;-;-;-;1;-;-;-;1;-;-;2;4
"432070 SOBRADINHO";-;-;-;-;-;-;-;-;1;4;9;2;16
"432080 SOLEDADE";-;-;-;-;-;1;-;1;-;5;1;1;9
"432085 TABAI";-;-;-;-;-;-;-;-;-;-;2;-;2
"432090 TAPEJARA";-;-;-;1;-;-;-;-;1;2;2;4;10
"432100 TAPERA";1;-;-;-;-;-;1;1;2;8;1;-;14
"432110 TAPES";-;-;-;-;-;-;-;2;1;-;-;-;3
"432120 TAQUARA";-;-;1;-;-;1;4;7;10;13;11;10;57
"432130 TAQUARI";-;-;-;-;-;-;-;-;-;2;4;-;6
"432132 TAQUARUCU DO SUL";-;-;-;3;-;1;4;3;5;8;5;3;32
"432140 TENENTE PORTELA";56;118;204;336;355;400;508;386;206;145;34;6;2754
"432145 TEUTONIA";-;-;1;-;-;2;5;5;2;5;12;5;37
"432147 TIRADENTES DO SUL";-;-;1;1;1;5;12;25;36;73;45;9;208
"432149 TOROPI";-;1;-;-;-;-;-;-;-;-;-;-;1
"432150 TORRES";-;-;-;3;2;2;3;14;19;19;23;8;93
"432160 TRAMANDAI";-;-;-;1;1;2;4;11;12;19;16;-;66
"432162 TRAVESSEIRO";-;-;-;-;-;-;-;-;-;-;-;1;1
"432166 TRES CACHOEIRAS";-;-;-;-;-;-;-;-;5;2;2;1;10
"432170 TRES COROAS";-;-;-;2;-;1;5;18;26;23;10;4;89
"432180 TRES DE MAIO";-;-;8;9;28;30;55;119;123;304;279;145;1100
"432183 TRES FORQUILHAS";-;-;-;-;-;-;-;-;-;2;-;-;2
"432190 TRES PASSOS";5;6;25;74;90;133;264;184;206;272;71;2;1332
"432195 TRINDADE DO SUL";-;-;-;-;-;-;-;1;1;6;9;3;20
"432200 TRIUNFO";-;1;-;-;-;-;2;1;1;3;9;2;19
"432210 TUCUNDUVA";-;-;-;-;-;3;2;1;3;13;8;5;35
"432220 TUPANCIRETA";-;-;-;-;-;-;1;2;1;9;5;1;19
"432225 TUPANDI";-;-;-;-;1;-;-;-;1;1;4;2;9
"432230 TUPARENDI";-;-;-;-;-;-;1;3;3;20;22;14;63
"432234 UBIRETAMA";-;-;-;-;-;-;-;-;2;2;-;-;4
"432235 UNIAO DA SERRA";-;-;-;-;-;-;-;1;-;-;-;-;1
"432240 URUGUAIANA";2;-;-;2;1;-;2;2;12;9;17;25;72
"432250 VACARIA";-;-;1;-;1;2;1;1;3;-;-;-;9
"432252 VALE VERDE";-;-;-;-;-;-;-;-;-;-;1;2;3
"432254 VALE REAL";1;-;-;-;-;-;-;-;-;1;-;-;2
"432255 VANINI";-;-;-;-;-;-;2;-;-;1;-;-;3
"432260 VENANCIO AIRES";-;2;2;1;-;-;3;4;9;24;44;22;111
"432270 VERA CRUZ";-;-;-;2;-;4;11;3;12;12;16;12;72
"432280 VERANOPOLIS";-;-;-;-;1;-;-;-;-;-;-;-;1
"432300 VIAMAO";-;-;2;-;5;5;7;17;95;107;125;77;440
"432310 VICENTE DUTRA";-;-;-;-;2;4;2;6;25;20;31;32;122
"432320 VICTOR GRAEFF";-;-;-;-;-;-;-;1;1;4;4;3;13
"432330 VILA FLORES";-;-;-;-;-;-;-;-;-;-;3;-;3
"432340 VILA MARIA";-;-;-;-;1;-;3;1;1;1;5;2;14
"432350 VISTA ALEGRE";-;1;2;-;-;4;2;8;7;16;17;16;73
"432360 VISTA ALEGRE DO PRATA";-;-;-;-;-;-;-;-;1;-;-;-;1
"432370 VISTA GAUCHA";10;10;23;10;37;36;50;81;52;57;69;4;439
"432375 VITORIA DAS MISSOES";-;-;-;-;-;-;-;1;-;1;1;-;3
"432377 WESTFALIA";-;-;-;-;-;-;-;2;3;-;-;1;6
"432380 XANGRI-LA";-;-;-;-;-;1;-;2;2;-;-;-;5
"500020 AGUA CLARA";6;1;2;-;-;1;-;-;5;16;7;1;39
"500025 ALCINOPOLIS";-;-;-;-;-;1;-;-;4;8;6;2;21
"500060 AMAMBAI";5;1;5;6;8;6;17;23;71;173;58;3;376
"500070 ANASTACIO";-;-;-;-;1;2;7;14;7;7;8;3;49
"500080 ANAURILANDIA";-;1;-;-;-;-;-;1;1;-;-;-;3
"500085 ANGELICA";-;-;-;-;-;1;4;1;6;6;1;-;19
"500090 ANTONIO JOAO";4;4;8;5;5;5;17;16;26;32;54;28;204
"500100 APARECIDA DO TABOADO";-;-;-;-;2;-;1;14;16;14;11;7;65
"500110 AQUIDAUANA";-;3;2;-;1;-;5;2;2;9;2;-;26
"500124 ARAL MOREIRA";33;71;102;65;34;17;-;-;-;-;3;2;327
"500150 BANDEIRANTES";-;-;1;-;-;-;-;2;2;1;-;-;6
"500190 BATAGUASSU";1;1;-;1;1;2;5;7;24;23;35;9;109
"500200 BATAYPORA";-;-;2;1;2;-;1;1;3;6;17;8;41
"500210 BELA VISTA";2;2;3;1;-;3;-;2;1;1;1;-;16
"500215 BODOQUENA";-;2;-;-;3;2;4;1;-;3;17;2;34
"500220 BONITO";1;1;3;3;3;2;-;3;5;34;28;8;91
"500230 BRASILANDIA";-;-;-;-;-;-;-;3;15;22;26;7;73
"500240 CAARAPO";2;4;8;10;6;8;23;51;61;66;72;15;326
"500260 CAMAPUA";1;-;-;-;5;2;1;4;4;6;28;10;61
"500270 CAMPO GRANDE";14;9;15;66;76;73;129;67;111;107;79;-;746
"500280 CARACOL";-;-;-;-;-;-;-;-;2;4;7;6;19
"500290 CASSILANDIA";-;-;1;1;3;3;1;11;10;11;6;2;49
"500295 CHAPADAO DO SUL";20;20;29;55;54;136;143;164;97;6;-;-;724
"500310 CORGUINHO";1;-;2;-;-;-;-;1;2;8;2;1;17
"500315 CORONEL SAPUCAIA";7;7;16;30;18;36;58;77;92;133;235;83;792
"500320 CORUMBA";2;3;6;7;25;29;36;53;53;50;55;7;326
"500325 COSTA RICA";24;24;36;66;69;66;102;100;114;89;21;-;711
"500330 COXIM";1;3;-;1;-;-;1;-;1;6;5;-;18
"500345 DEODAPOLIS";-;-;1;1;3;2;9;10;10;10;3;1;50
"500348 DOIS IRMAOS DO BURITI";-;1;-;-;-;1;1;7;10;14;13;-;47
"500350 DOURADINA";3;1;1;-;-;-;2;1;2;1;2;-;13
"500370 DOURADOS";5;12;15;21;18;17;22;24;31;75;114;29;383
"500375 ELDORADO";1;-;1;2;8;6;14;14;11;11;7;-;75
"500380 FATIMA DO SUL";-;-;2;1;-;-;-;2;1;-;-;-;6
"500390 FIGUEIRAO";1;-;1;-;2;1;1;11;9;11;5;1;43
"500400 GLORIA DE DOURADOS";-;-;-;-;-;-;2;3;5;8;7;-;25
"500410 GUIA LOPES DA LAGUNA";-;-;-;-;-;1;-;4;5;6;2;-;18
"500430 IGUATEMI";-;3;5;12;5;-;3;6;34;43;38;7;156
"500440 INOCENCIA";-;-;-;-;2;2;4;3;1;4;2;-;18
"500450 ITAPORA";1;2;1;2;2;1;4;20;25;18;12;1;89
"500460 ITAQUIRAI";-;5;1;1;3;4;5;11;18;23;43;12;126
"500470 IVINHEMA";-;1;6;-;4;2;3;2;2;13;21;6;60
"500480 JAPORA";-;1;-;2;2;2;14;10;5;5;4;1;46
"500490 JARAGUARI";-;-;-;1;-;4;5;19;22;-;-;-;51
"500500 JARDIM";1;1;-;1;-;1;1;1;5;25;59;34;129
"500510 JATEI";-;-;2;-;2;1;3;8;5;3;-;-;24
"500515 JUTI";-;-;-;-;-;3;7;5;10;28;39;14;106
"500520 LADARIO";-;-;-;1;-;2;-;2;3;18;12;3;41
"500525 LAGUNA CARAPA";1;2;3;4;3;3;10;8;14;47;36;18;149
"500540 MARACAJU";2;-;4;3;4;11;9;20;24;68;104;57;306
"500560 MIRANDA";-;-;-;-;1;-;1;2;9;26;26;5;70
"500568 MUNDO NOVO";4;2;4;6;9;18;31;52;69;82;81;42;400
"500570 NAVIRAI";2;6;7;4;5;9;19;18;31;95;116;97;409
"500580 NIOAQUE";-;-;-;-;-;-;-;-;1;6;2;-;9
"500600 NOVA ALVORADA DO SUL";-;2;-;-;1;2;1;1;-;-;-;-;7
"500620 NOVA ANDRADINA";-;1;-;-;3;1;4;4;24;29;26;3;95
"500625 NOVO HORIZONTE DO SUL";-;-;-;-;-;-;-;-;1;-;2;1;4
"500627 PARAISO DAS AGUAS";3;1;2;1;-;2;13;9;22;18;25;8;104
"500630 PARANAIBA";-;-;-;2;-;2;-;5;3;-;-;-;12
"500635 PARANHOS";17;23;61;79;66;25;8;9;2;4;1;1;296
"500640 PEDRO GOMES";-;-;-;1;-;-;-;4;3;-;-;-;8
"500660 PONTA PORA";4;11;11;25;30;47;68;94;179;175;174;41;859
"500690 PORTO MURTINHO";-;-;-;-;1;2;1;2;1;7;7;-;21
"500710 RIBAS DO RIO PARDO";1;-;-;-;-;-;2;2;5;14;2;-;26
"500720 RIO BRILHANTE";1;-;2;5;5;3;8;8;10;7;16;5;70
"500730 RIO NEGRO";-;-;-;-;2;2;-;-;-;1;1;-;6
"500740 RIO VERDE DE MATO GROSSO";1;-;-;1;-;-;-;2;2;5;4;2;17
"500750 ROCHEDO";3;-;-;-;3;5;9;9;6;3;-;1;39
"500755 SANTA RITA DO PARDO";-;-;1;1;2;-;-;3;1;-;1;-;9
"500769 SAO GABRIEL DO OESTE";5;11;10;10;5;5;14;10;21;13;18;3;125
"500770 SETE QUEDAS";18;21;14;5;10;19;25;45;59;63;71;10;360
"500780 SELVIRIA";-;1;-;-;1;-;3;4;6;16;7;2;40
"500790 SIDROLANDIA";-;2;-;4;4;12;11;37;40;37;38;17;202
"500793 SONORA";-;-;-;-;-;-;2;5;10;10;5;-;32
"500795 TACURU";1;6;8;5;11;12;8;30;19;36;47;6;189
"500797 TAQUARUSSU";-;-;-;-;-;-;1;-;2;2;6;1;12
"500800 TERENOS";-;-;-;-;-;1;-;-;-;-;6;4;11
"500830 TRES LAGOAS";3;4;8;12;2;6;9;37;33;57;73;12;256
"500840 VICENTINA";-;-;-;-;-;-;1;-;6;3;7;1;18
"510020 AGUA BOA";-;2;-;5;3;3;10;6;1;3;1;-;34
"510025 ALTA FLORESTA";3;10;15;3;6;15;16;13;13;13;11;-;118
"510030 ALTO ARAGUAIA";-;2;3;5;12;5;14;12;21;17;6;3;100
"510035 ALTO BOA VISTA";-;-;-;-;-;3;2;3;3;4;4;-;19
"510040 ALTO GARCAS";-;2;1;-;4;2;7;10;12;14;10;-;62
"510050 ALTO PARAGUAI";-;-;-;-;-;-;2;1;-;1;5;2;11
"510060 ALTO TAQUARI";3;6;3;3;8;4;7;2;2;7;2;-;47
"510080 APIACAS";-;-;1;-;1;-;-;2;3;3;-;-;10
"510100 ARAGUAIANA";-;-;-;2;-;1;3;6;6;10;6;-;34
"510125 ARAPUTANGA";-;1;3;2;1;4;2;3;3;2;-;-;21
"510130 ARENAPOLIS";-;-;-;-;-;-;-;5;9;7;2;-;23
"510140 ARIPUANA";1;1;-;-;6;5;16;48;5;1;1;1;85
"510160 BARAO DE MELGACO";-;-;-;-;-;-;-;-;2;-;-;-;2
