2022
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"261330 SAO JOAQUIM DO MONTE";-;-;-;-;1;-;-;5;23;24;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65
"261340 SAO JOSE DA COROA GRANDE";-;-;-;-;-;-;1;10;25;9;4;3;-;-;-;5;-;3;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64
"261350 SAO JOSE DO BELMONTE";3;-;-;-;-;1;1;3;11;6;8;6;6;8;6;1;3;3;-;5;2;5;4;2;3;4;3;-;1;1;1;1;-;2;-;1;-;1;-;-;-;-;-;-;1;3;-;2;-;-;-;-;108
"261360 SAO JOSE DO EGITO";1;1;1;1;3;3;-;1;1;1;-;1;-;4;12;-;4;1;2;4;5;1;1;7;1;5;4;2;4;7;10;5;4;4;1;2;3;2;-;1;-;2;-;-;2;1;1;1;1;-;-;-;118
"261370 SAO LOURENCO DA MATA";-;-;-;1;-;-;7;5;4;4;4;-;3;3;3;4;1;13;1;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;1;61
"261380 SAO VICENTE FERRER";-;-;-;-;-;1;1;13;8;8;22;11;1;-;-;-;-;-;3;-;1;-;-;1;-;-;6;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78
"261390 SERRA TALHADA";2;2;4;5;3;2;15;17;13;17;28;18;17;17;21;29;34;35;20;17;24;24;13;7;9;5;4;4;7;7;3;3;2;2;-;-;1;2;2;1;1;-;-;-;1;-;3;2;-;2;1;-;446
"261400 SERRITA";-;-;-;-;1;1;1;5;3;1;1;2;2;3;4;1;-;4;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31
"261410 SERTANIA";-;-;-;-;-;2;5;1;1;-;-;-;-;1;-;-;1;-;1;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"261420 SIRINHAEM";-;-;-;-;-;-;-;2;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"261430 MOREILANDIA";-;1;1;-;7;-;1;4;10;9;4;-;-;1;-;1;5;18;12;1;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;80
"261440 SOLIDAO";-;-;-;-;-;-;2;2;3;3;4;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;21
"261450 SURUBIM";-;1;1;1;1;-;6;18;19;19;42;28;-;1;4;5;1;10;6;15;4;4;4;3;4;-;3;2;2;4;1;2;5;3;-;2;1;-;4;-;3;1;-;1;5;-;2;2;-;2;1;-;243
"261460 TABIRA";1;1;-;1;-;-;1;1;1;1;-;-;-;-;-;-;-;2;1;3;-;2;1;-;-;-;-;1;-;1;1;-;1;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;23
"261470 TACAIMBO";-;-;1;-;1;1;1;-;2;1;-;-;-;-;1;-;-;-;2;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"261480 TACARATU";-;1;-;-;1;-;1;5;3;1;-;1;-;-;-;1;2;2;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
"261485 TAMANDARE";-;-;-;-;-;-;-;-;1;-;2;-;-;1;-;1;-;1;1;-;1;-;1;8;5;4;3;5;5;2;5;3;-;-;-;1;-;1;-;-;-;-;1;-;2;-;-;-;-;-;-;-;54
"261500 TAQUARITINGA DO NORTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"261510 TEREZINHA";-;-;-;-;1;1;-;-;-;2;5;-;1;-;-;-;-;-;1;-;1;1;1;5;6;4;3;2;4;3;2;1;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;48
"261520 TERRA NOVA";-;-;1;-;1;3;4;9;7;9;9;9;5;21;5;3;5;4;3;1;1;-;-;2;1;-;1;-;2;2;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;111
"261530 TIMBAUBA";1;-;1;-;1;2;7;16;20;33;22;3;4;1;7;2;4;3;2;2;2;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;-;-;-;-;140
"261540 TORITAMA";-;-;-;-;-;-;-;1;7;2;-;-;-;-;1;-;5;-;-;4;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;26
"261550 TRACUNHAEM";-;-;-;1;-;-;1;20;17;12;9;3;6;19;15;16;12;13;24;14;21;7;16;18;14;17;12;10;8;10;6;10;13;8;7;7;3;1;3;6;2;2;1;3;4;-;-;1;2;-;1;-;395
"261560 TRINDADE";1;5;2;1;3;4;5;3;7;18;1;-;-;-;1;1;-;1;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;9;3;70
"261570 TRIUNFO";1;-;1;1;-;2;3;7;6;4;1;-;-;-;1;1;3;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33
"261580 TUPANATINGA";-;1;-;2;4;6;4;18;11;14;14;2;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;82
"261590 TUPARETAMA";-;-;-;-;-;-;-;3;3;3;8;-;1;2;-;-;-;-;2;-;-;-;-;1;-;2;-;1;-;2;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;32
"261600 VENTUROSA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;1;-;1;2;-;-;-;-;-;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"261610 VERDEJANTE";-;-;-;-;-;2;-;9;9;17;18;7;2;4;2;3;3;4;6;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;90
"261618 VERTENTE DO LERIO";-;-;-;-;-;-;-;-;-;6;3;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"261620 VERTENTES";-;-;-;-;-;-;-;6;8;5;3;1;2;5;2;1;-;-;4;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39
"261630 VICENCIA";-;-;-;-;-;1;2;4;1;1;1;3;6;2;-;-;-;-;1;2;-;-;1;1;-;-;4;1;1;-;4;2;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;43
"261640 VITORIA DE SANTO ANTAO";12;7;8;4;10;7;8;20;21;22;24;31;12;29;40;11;14;12;10;5;6;9;6;15;16;14;11;13;8;7;8;7;9;5;6;1;7;6;1;6;13;7;5;8;7;13;4;11;9;7;7;2;561
"261650 XEXEU";-;-;-;-;-;-;-;1;3;-;-;8;-;-;-;-;1;2;-;-;-;-;-;-;5;-;-;2;2;1;2;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;31
"270010 AGUA BRANCA";-;-;-;-;2;-;4;1;-;2;5;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;3;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;24
"270020 ANADIA";-;-;-;-;-;3;4;4;7;7;2;-;4;-;4;5;2;-;-;7;2;3;-;-;-;-;-;-;-;1;-;-;-;1;3;4;4;1;1;1;-;-;-;-;1;-;-;1;1;-;-;-;73
"270030 ARAPIRACA";15;17;11;12;11;23;32;51;62;83;58;18;25;15;24;22;23;26;26;42;58;101;89;136;96;92;108;108;117;100;102;103;64;48;63;44;40;52;35;50;30;49;31;19;21;34;25;21;22;18;15;8;2495
"270040 ATALAIA";-;1;1;1;-;1;-;-;1;2;-;9;5;6;6;6;8;1;-;2;2;-;1;1;-;1;-;2;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;60
"270050 BARRA DE SANTO ANTONIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;1;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"270060 BARRA DE SAO MIGUEL";1;-;-;-;-;-;-;-;-;-;1;2;2;4;5;7;15;5;4;5;13;14;10;15;10;11;6;5;-;1;1;1;-;1;-;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;144
"270070 BATALHA";-;-;-;-;-;2;6;5;8;3;3;-;-;-;1;-;2;-;1;3;3;2;1;2;2;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;48
"270080 BELEM";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"270090 BELO MONTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"270100 BOCA DA MATA";-;-;-;-;-;-;-;1;-;1;3;-;-;-;-;-;-;1;4;1;6;7;5;3;7;15;4;15;4;5;-;5;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90
"270110 BRANQUINHA";-;1;2;1;2;-;-;5;5;5;4;9;5;6;10;15;31;12;9;9;9;19;8;8;6;1;1;2;2;2;2;1;2;2;1;1;2;-;2;2;1;-;1;1;2;-;-;-;-;-;-;-;209
"270120 CACIMBINHAS";-;1;-;-;-;-;-;-;1;3;-;-;-;1;-;-;-;-;1;2;-;1;3;2;3;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
"270130 CAJUEIRO";-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;1;1;-;1;3;-;1;2;3;4;4;2;7;-;-;1;1;-;-;-;-;-;-;4;3;3;-;-;1;-;-;-;-;-;-;1;-;46
"270135 CAMPESTRE";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"270140 CAMPO ALEGRE";9;2;4;2;5;7;2;2;2;4;3;2;-;-;1;1;1;1;3;2;9;7;9;1;5;5;9;28;10;14;23;26;30;28;14;20;14;27;19;14;20;12;2;7;10;16;11;7;5;3;6;5;469
"270150 CAMPO GRANDE";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;7
"270160 CANAPI";-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;6
"270170 CAPELA";2;1;2;-;3;2;-;4;2;1;4;4;1;1;1;3;6;13;21;35;9;13;7;1;-;2;-;3;2;1;-;2;2;1;1;-;1;2;2;1;-;1;2;3;-;-;4;1;-;1;1;-;169
"270180 CARNEIROS";-;-;-;1;-;-;-;-;-;1;2;1;-;-;-;-;-;-;-;2;1;1;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"270190 CHA PRETA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"270200 COITE DO NOIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"270210 COLONIA LEOPOLDINA";4;7;8;7;18;12;12;30;17;20;9;13;12;10;17;23;28;29;48;75;2;4;3;4;3;3;3;14;1;2;-;1;3;-;-;-;2;2;2;-;-;-;-;-;-;-;-;1;-;-;-;-;449
"270220 COQUEIRO SECO";-;-;-;-;-;-;-;1;1;1;2;4;-;-;-;-;2;3;2;-;1;2;2;-;1;3;3;-;-;1;1;2;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;36
"270230 CORURIPE";4;5;3;4;3;12;3;1;3;15;8;37;1;3;3;7;6;4;19;36;25;18;21;24;24;36;15;24;12;21;21;18;8;4;6;8;4;8;7;7;8;5;5;3;3;5;1;3;3;1;1;2;528
"270235 CRAIBAS";-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;1;1;5;4;13;4;5;-;3;-;2;1;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45
"270240 DELMIRO GOUVEIA";1;-;-;-;4;4;1;3;3;1;2;4;1;2;5;1;3;-;-;-;3;2;1;2;3;3;5;7;24;48;28;22;16;11;2;6;10;3;6;2;4;-;-;1;1;-;2;2;4;-;1;-;254
"270250 DOIS RIACHOS";-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;8
"270260 FEIRA GRANDE";-;1;1;1;2;-;4;4;6;4;3;-;2;-;3;-;1;-;2;5;1;-;4;1;7;4;6;2;3;2;-;3;2;4;2;-;-;2;2;1;-;1;-;-;-;1;-;1;-;1;-;-;89
"270270 FELIZ DESERTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"270280 FLEXEIRAS";-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;2;3;3;7;4;5;27;8;-;4;2;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;75
"270290 GIRAU DO PONCIANO";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;6
"270300 IBATEGUARA";-;-;-;-;-;-;-;-;3;2;-;1;5;2;-;3;5;3;2;13;3;1;2;3;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;53
"270310 IGACI";-;-;-;-;-;-;-;1;3;2;-;-;-;-;-;2;1;-;8;24;20;15;27;3;3;2;3;1;1;1;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;123
"270320 IGREJA NOVA";-;-;-;-;-;-;-;-;3;5;2;-;-;-;-;1;1;1;1;-;1;1;4;1;1;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"270330 INHAPI";-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;2;6;12;16;6;17;13;10;7;4;6;1;2;-;1;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;109
"270340 JACARE DOS HOMENS";-;-;-;-;-;-;-;-;1;-;1;1;-;-;1;-;-;1;-;1;1;2;-;1;-;-;-;1;-;-;5;3;-;1;1;2;6;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;32
"270350 JACUIPE";-;-;-;-;-;-;-;1;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"270360 JAPARATINGA";-;-;-;-;4;1;2;2;3;-;3;-;-;-;-;-;1;2;2;1;3;2;-;-;3;3;1;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36
"270370 JARAMATAIA";-;-;-;-;-;-;-;1;-;4;1;2;1;1;1;3;1;10;2;3;2;3;4;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42
"270375 JEQUIA DA PRAIA";-;-;-;-;-;-;1;-;2;1;1;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"270380 JOAQUIM GOMES";-;-;1;-;1;2;-;2;6;11;10;4;1;1;1;2;2;4;8;10;16;10;12;4;1;12;6;1;-;2;-;-;1;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;3;-;137
"270390 JUNDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;3;1;2;-;-;-;-;-;-;-;-;14
"270400 JUNQUEIRO";-;2;1;1;2;3;3;1;5;1;3;2;-;-;-;1;3;3;3;7;8;3;6;6;3;6;4;10;5;9;1;9;4;5;3;4;2;3;1;1;1;1;-;-;-;1;-;-;-;-;-;-;137
"270410 LAGOA DA CANOA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;2;4;5;1;11;7;1;4;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40
"270420 LIMOEIRO DE ANADIA";-;-;1;1;-;1;1;1;1;10;8;3;3;4;7;9;5;1;5;17;23;6;14;11;7;7;1;3;5;2;-;2;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;163
"270430 MACEIO";101;110;103;118;138;91;142;222;157;95;102;108;146;260;303;353;436;601;635;715;890;1095;945;986;1103;855;976;844;776;559;682;602;512;417;350;302;294;266;208;171;149;124;114;102;95;74;73;72;66;50;43;24;18755
"270440 MAJOR ISIDORO";-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"270450 MARAGOGI";3;5;8;7;3;17;18;21;37;45;22;7;5;13;21;21;30;31;31;79;73;36;42;53;26;50;43;39;72;44;28;9;13;8;10;13;7;12;5;3;1;3;3;6;2;3;1;2;1;-;1;-;1033
"270460 MARAVILHA";-;-;-;-;-;-;-;3;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;9
"270470 MARECHAL DEODORO";2;1;1;-;2;3;4;6;3;7;7;6;16;38;53;85;151;256;341;288;191;176;183;153;102;43;61;48;37;22;13;25;27;18;6;21;5;4;3;3;3;1;1;2;-;3;6;1;-;1;1;1;2431
"270480 MARIBONDO";-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4;7;3;4;4;11;16;15;10;20;28;-;1;1;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;133
"270490 MAR VERMELHO";-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"270500 MATA GRANDE";-;-;-;-;-;2;3;2;2;3;-;-;-;-;-;1;1;-;1;1;4;1;4;7;1;-;2;1;1;-;3;1;-;-;-;1;1;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;46
"270510 MATRIZ DE CAMARAGIBE";-;1;1;2;-;10;15;18;23;26;20;34;51;24;30;64;55;58;82;80;105;76;74;65;61;39;37;26;22;9;10;7;6;7;1;-;-;-;-;2;1;-;-;-;1;1;-;3;-;-;1;1;1149
"270520 MESSIAS";-;-;-;-;-;3;-;-;1;-;-;-;-;2;-;1;20;34;27;83;110;125;47;75;8;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;540
"270530 MINADOR DO NEGRAO";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"270540 MONTEIROPOLIS";-;-;-;-;1;2;-;11;7;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
"270550 MURICI";5;7;12;2;11;5;10;6;6;2;3;1;-;4;20;33;26;46;39;41;25;14;18;19;14;11;11;7;7;3;1;6;1;-;1;1;2;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;423
"270570 OLHO D'AGUA DAS FLORES";-;-;-;-;-;2;3;15;17;8;2;5;-;-;1;1;2;6;-;3;3;5;3;3;2;-;5;6;6;3;1;10;7;2;2;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;126
"270580 OLHO D'AGUA DO CASADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"270600 OLIVENCA";-;-;-;-;-;3;-;-;2;1;7;6;3;1;3;3;4;2;3;3;5;-;2;1;4;-;1;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57
"270610 OURO BRANCO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"270620 PALESTINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"270630 PALMEIRA DOS INDIOS";9;8;8;3;4;10;9;26;33;30;25;14;13;23;16;18;19;51;71;73;60;85;79;91;103;69;60;54;92;33;66;18;28;15;11;6;10;7;7;3;2;9;4;2;6;2;4;6;2;2;4;3;1406
"270640 PAO DE ACUCAR";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4
"270642 PARICONHA";-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"270644 PARIPUEIRA";-;-;-;-;-;1;2;2;1;-;1;-;-;1;-;3;1;2;1;-;1;2;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
"270650 PASSO DE CAMARAGIBE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"270660 PAULO JACINTO";-;1;-;3;10;1;5;7;1;1;-;2;-;-;3;3;1;-;-;1;1;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45
"270670 PENEDO";-;-;1;1;-;2;2;4;9;3;3;-;3;2;1;3;9;5;9;6;3;8;5;5;4;7;7;4;10;2;3;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;124
"270680 PIACABUCU";-;-;-;-;-;-;-;-;7;1;1;-;-;-;1;2;4;8;5;5;2;6;1;4;3;4;3;-;-;2;1;2;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64
"270690 PILAR";-;1;1;1;2;2;11;13;9;4;5;4;4;-;7;3;17;17;19;37;26;13;19;10;9;2;3;4;5;7;8;6;5;2;2;2;-;1;-;-;-;1;-;-;1;-;-;-;1;-;-;-;284
"270710 PIRANHAS";-;-;-;-;-;1;3;-;-;3;-;-;-;-;-;2;-;-;3;3;5;2;-;2;5;-;1;2;1;-;3;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40
"270720 POCO DAS TRINCHEIRAS";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"270730 PORTO CALVO";-;-;-;-;-;3;2;2;3;3;4;8;7;7;6;3;2;7;12;10;13;27;21;20;12;13;5;4;4;-;3;-;1;-;-;-;-;1;1;-;-;-;-;-;2;-;-;-;2;-;-;1;209
"270740 PORTO DE PEDRAS";-;-;-;-;-;-;-;-;-;-;-;-;3;8;-;-;2;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"270750 PORTO REAL DO COLEGIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5;1;2;-;1;1;-;-;-;1;-;-;1;5;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;21
"270760 QUEBRANGULO";1;1;2;4;11;9;20;12;16;14;8;8;6;5;-;1;5;1;6;2;3;1;1;6;3;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;148
