2021
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"251460 SAO JOSE DO BONFIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;3;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"251465 SAO JOSE DO BREJO DO CRUZ";-;-;-;-;-;-;6;13;22;51;23;25;17;9;6;6;2;2;3;6;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;198
"251470 SAO JOSE DO SABUGI";-;-;1;-;-;-;-;-;2;4;6;15;2;7;5;5;1;-;1;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;55
"251480 SAO JOSE DOS CORDEIROS";-;-;-;-;-;-;-;1;3;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"251490 SAO MAMEDE";-;-;-;-;-;-;-;3;-;1;1;-;-;-;-;1;2;4;7;3;5;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
"251500 SAO MIGUEL DE TAIPU";-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;1;-;2;1;-;1;2;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";-;-;-;-;-;-;-;-;-;1;3;-;2;-;-;1;-;3;7;6;2;1;-;4;2;-;1;1;7;3;3;1;3;2;1;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;58
"251520 SAO SEBASTIAO DO UMBUZEIRO";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;6
"251530 SAPE";4;7;-;5;4;7;23;23;14;11;5;2;-;-;6;2;-;6;2;6;-;3;3;4;11;5;7;3;4;10;10;3;-;1;3;4;7;1;4;1;-;4;2;5;2;5;3;1;-;2;6;4;245
"251540 SAO VICENTE DO SERIDO";-;-;1;-;-;-;1;-;4;2;5;2;14;12;29;52;41;25;18;20;7;1;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;3;4;1;-;-;-;-;1;-;-;1;1;1;-;-;252
"251550 SERRA BRANCA";2;-;1;-;-;1;7;2;2;3;5;-;5;5;14;15;21;7;7;1;1;-;3;4;2;3;-;1;-;1;-;1;2;1;1;3;3;1;-;1;1;2;3;-;1;-;1;-;-;-;-;-;134
"251560 SERRA DA RAIZ";9;3;30;44;37;6;7;8;2;1;-;-;1;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;6;6;-;-;166
"251570 SERRA GRANDE";-;-;-;-;-;-;-;1;1;-;1;2;2;-;1;2;-;-;7;2;-;-;1;1;-;-;1;-;-;-;1;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26
"251580 SERRA REDONDA";-;1;-;-;-;-;-;-;2;2;3;3;4;10;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
"251590 SERRARIA";1;-;-;1;2;2;3;-;2;-;4;2;3;8;8;7;4;7;2;-;6;4;2;2;1;1;1;1;-;-;-;-;-;-;-;-;4;1;6;6;7;4;7;2;3;11;4;1;1;1;-;-;132
"251593 SERTAOZINHO";-;-;-;-;-;1;1;1;11;9;11;7;5;1;1;2;3;1;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;6;1;1;-;3;7;3;3;2;1;1;-;88
"251600 SOLANEA";1;1;-;1;9;6;18;23;44;33;21;20;15;19;8;9;8;7;6;5;5;1;-;-;1;5;1;3;2;1;-;2;-;-;-;-;-;-;-;-;2;1;2;2;2;4;2;2;3;-;2;-;297
"251610 SOLEDADE";-;1;-;-;2;-;-;-;7;2;1;5;16;16;23;12;8;16;1;2;-;1;3;5;3;1;1;3;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;132
"251615 SOSSEGO";-;1;-;-;-;-;-;-;-;-;3;3;-;-;2;5;-;4;3;6;-;1;2;2;3;2;-;-;2;-;1;6;1;2;4;5;3;1;1;5;-;2;-;1;1;1;5;5;3;3;-;-;89
"251620 SOUSA";4;1;7;6;1;7;5;45;54;37;1;3;5;15;28;18;17;35;51;55;35;44;19;13;14;7;9;25;11;24;14;5;8;1;1;5;2;3;-;1;1;1;-;-;4;1;1;1;1;-;1;5;652
"251630 SUME";-;-;1;-;-;-;1;2;10;16;5;1;-;-;2;1;2;3;4;1;1;3;3;2;1;5;1;3;1;1;-;-;-;-;1;3;-;1;-;1;-;2;-;-;-;-;-;1;1;1;-;-;81
"251640 TACIMA";1;3;1;-;3;2;2;1;9;5;5;1;4;2;4;21;10;6;12;7;3;4;8;6;4;2;2;1;3;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;135
"251650 TAPEROA";-;-;-;-;-;2;-;1;4;3;8;1;1;1;1;7;12;3;5;-;2;5;1;3;1;3;1;1;1;1;1;1;1;1;-;1;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;76
"251660 TAVARES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;3;18;21;18;8;1;1;6;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;84
"251670 TEIXEIRA";17;14;14;30;27;23;34;20;30;17;11;15;12;13;37;11;23;27;4;4;15;14;10;8;17;10;4;3;9;10;3;3;-;-;2;1;-;5;1;2;3;3;11;6;14;9;12;16;6;-;-;-;580
"251675 TENORIO";12;16;12;5;2;25;15;6;4;7;6;4;3;1;5;3;3;3;1;1;3;-;-;-;-;-;1;-;2;-;1;1;3;1;-;-;1;-;-;-;-;1;-;3;2;-;4;8;11;4;2;-;182
"251680 TRIUNFO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;4;2;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;12
"251690 UIRAUNA";-;-;1;-;-;-;-;1;-;3;1;-;1;4;1;1;-;-;-;1;-;-;1;3;2;1;1;-;1;1;2;-;1;-;1;-;4;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;34
"251700 UMBUZEIRO";-;-;2;-;-;-;4;1;3;3;3;2;4;3;8;1;-;1;-;-;-;-;-;-;-;-;3;3;3;1;-;2;1;1;-;1;1;1;3;3;2;1;1;-;1;-;2;-;1;-;-;-;66
"251710 VARZEA";1;-;-;-;1;-;-;-;1;1;7;1;-;-;-;1;-;7;5;5;1;2;6;4;1;5;8;3;2;-;1;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66
"251720 VIEIROPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"251740 ZABELE";-;1;-;-;-;-;-;-;2;-;1;-;1;2;-;1;-;2;-;2;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"260005 ABREU E LIMA";-;-;-;-;-;-;-;-;5;4;-;-;-;-;-;-;-;-;-;-;1;1;2;2;3;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"260010 AFOGADOS DA INGAZEIRA";1;1;2;4;2;3;6;23;24;34;53;53;3;4;5;4;14;10;12;4;4;1;8;8;17;7;7;13;13;22;6;7;16;13;11;8;11;4;3;3;2;9;1;2;4;4;-;3;1;2;1;1;474
"260020 AFRANIO";1;1;-;-;2;3;8;7;13;20;17;12;10;9;26;11;17;41;7;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;212
"260030 AGRESTINA";-;-;-;-;-;-;-;1;4;7;6;1;-;-;1;-;-;-;-;1;1;-;1;-;-;-;-;1;-;3;1;1;1;2;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
"260040 AGUA PRETA";-;-;1;-;-;2;2;8;8;18;16;1;1;5;3;3;1;4;1;1;2;-;1;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;81
"260050 AGUAS BELAS";-;-;-;-;1;-;1;2;-;-;-;1;-;1;8;1;1;3;2;1;1;-;-;-;1;1;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
"260060 ALAGOINHA";-;1;-;-;3;2;-;10;13;11;-;-;-;-;-;-;-;-;1;-;-;1;1;-;2;1;2;1;1;2;-;1;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;57
"260070 ALIANCA";-;1;2;1;1;-;2;2;15;31;21;17;1;2;-;3;3;5;5;5;1;2;-;-;-;-;1;-;1;1;-;1;-;-;-;-;-;-;-;-;1;3;2;-;1;-;-;-;3;2;2;4;142
"260080 ALTINHO";-;1;-;-;3;3;1;5;10;19;12;6;3;6;3;-;14;6;6;10;10;2;10;2;6;4;-;-;-;3;2;2;2;-;9;3;2;3;1;1;1;2;2;-;-;-;-;-;1;4;2;-;182
"260090 AMARAJI";-;-;-;-;3;4;3;9;7;12;26;28;19;25;20;14;18;25;27;22;18;14;22;8;9;7;4;5;3;4;2;1;2;-;3;-;-;2;1;-;-;-;-;-;-;1;-;-;-;2;1;-;371
"260100 ANGELIM";-;-;-;-;-;-;-;-;-;-;-;-;-;2;5;4;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"260105 ARACOIABA";11;13;15;19;30;26;32;39;28;25;25;24;10;30;24;22;32;43;53;65;68;87;80;78;78;63;74;52;38;34;21;32;12;15;14;36;10;10;8;10;12;11;10;8;6;5;3;7;18;10;3;2;1481
"260110 ARARIPINA";-;-;-;4;-;2;4;1;-;2;2;2;1;-;1;-;1;1;1;3;-;-;2;1;-;1;1;1;1;1;1;-;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;40
"260120 ARCOVERDE";-;1;2;2;3;10;7;19;14;12;10;3;2;4;2;5;5;7;6;7;2;6;9;5;10;2;3;-;3;1;6;4;-;3;3;-;-;-;-;2;2;1;-;-;3;1;4;2;7;3;4;2;209
"260130 BARRA DE GUABIRABA";-;1;8;2;2;6;3;9;9;6;11;6;5;9;4;4;9;15;3;5;6;1;1;2;1;1;2;1;-;2;2;1;-;-;-;1;-;1;-;-;2;1;5;3;11;4;1;2;1;-;-;-;169
"260140 BARREIROS";1;-;-;-;-;-;2;-;2;3;-;-;3;-;1;2;6;14;12;20;33;10;10;16;13;5;3;3;8;20;36;16;15;8;10;6;7;5;3;2;2;1;7;8;9;9;1;2;2;-;1;-;337
"260150 BELEM DE MARIA";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"260160 BELEM DE SAO FRANCISCO";-;-;1;1;5;3;5;12;25;35;18;11;1;1;4;-;-;1;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;128
"260170 BELO JARDIM";1;7;7;1;2;1;2;2;1;1;-;1;3;-;-;1;1;-;3;-;-;3;3;3;5;5;3;-;-;2;-;-;-;-;-;-;-;-;3;1;-;1;-;-;1;2;-;-;-;-;5;-;71
"260180 BETANIA";-;-;-;-;1;1;-;1;9;18;5;-;-;-;-;-;2;5;2;3;3;-;2;-;1;3;1;1;1;-;-;-;1;1;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;1;-;-;65
"260190 BEZERROS";-;-;1;-;1;-;1;1;4;10;7;4;-;-;-;1;1;1;1;2;-;1;-;-;-;-;-;1;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40
"260200 BODOCO";-;1;-;-;-;3;6;3;2;1;3;1;1;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;26
"260210 BOM CONSELHO";1;2;1;-;1;-;-;3;16;11;4;4;1;3;2;1;1;1;2;1;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;61
"260220 BOM JARDIM";-;-;-;-;1;-;-;1;49;64;19;9;9;10;4;4;3;2;14;13;4;29;41;22;10;23;7;24;14;12;7;2;2;5;5;2;1;1;1;-;-;3;-;1;2;1;1;1;7;-;-;-;430
"260230 BONITO";-;-;-;2;1;2;4;24;8;5;4;2;5;5;4;5;2;2;5;4;-;1;1;1;1;1;3;2;4;-;2;-;-;-;-;-;-;1;-;-;1;-;1;-;-;1;-;-;1;-;-;-;105
"260240 BREJAO";-;-;-;-;-;9;4;1;-;6;5;7;13;4;3;5;11;19;32;32;32;19;10;8;5;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;229
"260250 BREJINHO";1;-;1;-;-;1;-;1;1;-;-;2;-;1;-;4;-;1;1;2;2;1;3;1;4;1;5;5;3;1;-;-;-;1;-;-;1;-;-;-;1;-;1;-;-;2;3;-;-;-;-;-;51
"260260 BREJO DA MADRE DE DEUS";-;-;-;-;3;3;6;8;-;-;-;-;-;-;-;-;-;4;1;-;2;1;3;3;-;1;1;3;2;4;3;2;1;4;3;-;3;-;4;5;3;1;1;-;-;1;5;2;2;-;-;-;85
"260270 BUENOS AIRES";-;-;-;-;2;-;-;2;-;4;-;-;-;-;-;-;-;-;-;4;2;-;2;6;5;4;1;2;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40
"260280 BUIQUE";3;1;5;8;11;11;12;31;15;34;4;12;5;17;13;25;23;56;39;35;64;56;47;22;22;31;26;11;14;7;7;3;3;2;6;3;1;-;-;1;-;2;1;1;-;-;2;4;-;2;2;-;700
"260290 CABO DE SANTO AGOSTINHO";31;21;26;22;45;61;81;76;114;97;75;42;70;64;34;38;86;151;131;162;150;126;71;44;44;47;49;45;38;30;23;10;11;11;3;8;3;9;7;8;2;3;3;7;4;6;5;3;8;61;26;1;2293
"260300 CABROBO";1;2;8;5;8;14;28;8;18;23;16;14;9;9;4;5;12;7;4;2;4;1;2;-;2;2;1;-;3;-;1;-;-;-;-;-;1;-;2;3;1;1;2;4;-;1;3;5;1;3;-;-;240
"260310 CACHOEIRINHA";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"260320 CAETES";-;-;-;1;-;-;-;1;1;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;12
"260330 CALCADO";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"260340 CALUMBI";-;-;-;-;-;-;-;2;5;6;4;2;-;-;2;-;-;-;2;1;3;-;-;-;2;-;-;-;2;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
"260345 CAMARAGIBE";-;2;4;2;3;6;11;13;26;27;18;7;20;18;27;30;28;36;24;27;21;19;20;7;10;9;10;4;6;1;7;1;2;1;2;3;1;-;-;2;-;-;2;-;1;-;-;-;-;-;2;-;460
"260350 CAMOCIM DE SAO FELIX";-;-;1;-;1;-;-;11;14;26;17;6;-;-;2;1;2;1;1;1;5;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;-;3;-;-;-;97
"260360 CAMUTANGA";-;-;-;-;-;1;5;5;7;6;1;-;1;-;2;2;1;1;1;-;3;-;-;-;-;1;-;1;1;1;2;-;-;-;-;-;1;-;-;-;2;-;1;-;-;2;-;-;-;-;1;-;49
"260370 CANHOTINHO";-;-;2;-;1;2;1;2;6;3;1;2;1;2;2;3;2;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;1;2;1;-;1;-;-;43
"260380 CAPOEIRAS";-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;1;1;-;1;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;12
"260390 CARNAIBA";-;-;1;-;1;1;1;1;2;-;2;3;1;4;9;23;28;25;4;5;9;5;3;5;1;1;-;-;1;-;-;2;-;-;2;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;143
"260392 CARNAUBEIRA DA PENHA";-;-;-;-;-;-;9;7;5;6;3;4;1;3;2;12;15;4;1;3;1;2;3;-;-;-;-;2;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;87
"260400 CARPINA";-;1;-;-;-;1;1;-;-;1;1;2;-;2;1;1;3;-;16;10;6;7;9;9;5;6;5;3;5;10;2;-;-;-;1;2;3;1;2;-;3;1;1;-;4;1;-;-;1;3;-;-;130
"260410 CARUARU";5;5;4;7;7;9;9;52;306;269;244;61;10;13;11;24;23;56;31;19;16;25;13;14;15;15;9;6;17;10;19;5;6;9;7;9;10;4;10;6;8;12;6;10;6;6;8;12;8;4;3;1;1474
"260415 CASINHAS";-;-;-;-;-;1;1;2;1;-;1;-;-;-;-;-;1;2;5;9;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26
"260420 CATENDE";-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;1;2;3;1;4;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"260430 CEDRO";-;1;-;1;1;1;1;5;2;3;7;-;1;2;1;5;-;1;1;2;1;3;2;4;1;2;-;1;3;-;-;2;1;2;-;1;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;61
"260440 CHA DE ALEGRIA";-;-;-;-;1;9;27;42;42;16;9;2;2;1;-;-;5;3;1;11;6;6;6;1;1;1;5;4;-;2;6;4;2;2;3;4;3;9;5;5;9;2;2;4;1;1;-;4;-;3;-;-;272
"260450 CHA GRANDE";1;-;-;1;1;4;5;11;17;12;5;3;-;2;3;3;-;1;1;-;-;3;5;-;4;3;1;6;2;6;3;9;1;4;-;3;1;1;10;4;1;5;2;10;8;6;6;22;18;6;2;-;222
"260460 CONDADO";-;-;-;-;2;-;2;7;16;37;43;1;-;-;-;1;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;1;-;2;-;-;-;-;-;118
"260470 CORRENTES";-;-;-;-;1;2;2;-;-;6;2;-;-;-;-;-;-;-;-;-;-;-;15;22;22;10;-;5;4;6;10;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;109
"260480 CORTES";-;-;-;-;-;-;-;1;-;1;3;1;-;-;-;-;-;-;-;1;3;1;1;3;-;1;1;1;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
"260490 CUMARU";1;2;1;-;1;-;1;1;1;1;4;-;1;1;1;2;1;-;7;7;4;4;2;3;1;1;5;6;1;5;1;1;-;-;-;2;-;2;-;-;-;1;1;1;1;1;-;-;-;-;-;-;76
"260500 CUPIRA";-;-;1;3;6;1;3;16;13;7;8;-;7;7;4;1;11;10;4;2;4;3;4;4;5;4;7;3;4;5;2;11;5;7;1;3;4;-;1;-;-;1;2;4;-;3;3;1;4;4;1;-;204
"260510 CUSTODIA";-;-;-;-;-;2;1;4;4;1;-;1;1;3;3;5;3;2;4;5;4;1;3;2;-;-;-;-;-;1;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;54
"260515 DORMENTES";-;-;2;6;7;11;7;17;9;14;7;13;5;7;7;-;4;4;7;4;4;3;6;7;1;1;7;5;5;9;5;1;5;5;2;4;4;2;-;6;2;1;2;-;-;-;1;1;3;2;-;1;226
"260520 ESCADA";4;10;3;2;1;5;2;16;26;24;22;20;10;22;6;11;21;28;37;21;25;42;14;25;17;14;15;14;17;6;20;20;14;11;9;8;17;17;13;3;9;5;4;4;7;13;-;4;7;8;1;-;674
"260530 EXU";3;3;3;2;11;10;13;15;21;39;21;11;16;7;10;5;4;13;2;3;1;4;2;-;1;-;1;-;-;1;-;-;1;-;-;-;-;-;1;2;2;1;-;-;-;-;1;1;1;2;1;-;235
"260540 FEIRA NOVA";1;1;1;-;1;-;3;1;2;5;9;-;-;-;-;-;-;2;2;6;-;2;2;-;2;-;3;5;4;2;-;-;-;1;3;4;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;1;66
"260545 FERNANDO DE NORONHA";3;-;1;-;1;3;-;3;4;3;-;1;1;1;5;9;9;2;4;10;4;4;2;7;14;11;10;30;21;29;21;26;24;22;14;19;21;22;15;13;9;9;12;7;5;5;2;3;4;4;2;-;451
"260550 FERREIROS";-;-;-;-;-;-;-;1;12;23;13;8;2;3;3;1;5;3;3;3;-;-;-;-;1;1;2;1;3;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;91
"260560 FLORES";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"260570 FLORESTA";-;-;-;1;-;1;7;7;8;15;6;9;6;4;3;6;9;3;3;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;94
"260580 FREI MIGUELINHO";-;1;-;1;-;-;-;-;1;-;1;1;1;6;8;1;1;1;-;2;-;1;5;3;3;3;7;1;4;1;6;1;1;2;2;2;4;3;2;-;-;12;-;-;3;2;-;-;-;-;-;-;93
"260590 GAMELEIRA";1;1;1;1;1;5;5;9;8;14;10;3;5;5;7;7;8;14;12;17;12;25;45;17;10;31;49;41;37;22;27;13;14;4;7;6;14;6;8;8;5;10;1;-;3;1;2;-;3;-;2;-;557
"260600 GARANHUNS";8;4;3;10;23;32;64;117;109;89;110;73;7;4;15;17;19;12;22;36;21;17;21;33;23;9;8;10;9;8;14;14;4;4;9;9;10;9;11;7;7;7;6;11;10;14;10;11;11;7;5;1;1124
"260610 GLORIA DO GOITA";-;-;-;-;-;1;-;1;1;3;-;-;-;-;-;2;5;3;7;5;-;2;1;1;5;-;3;-;1;-;-;1;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;45
"260620 GOIANA";1;3;5;5;9;8;23;28;46;57;38;30;8;6;9;20;21;55;56;65;65;81;104;51;31;48;41;32;34;18;16;16;18;20;25;21;16;13;19;13;16;20;18;8;19;18;9;13;11;10;12;10;1339
"260630 GRANITO";-;1;1;3;3;-;5;12;13;16;14;6;15;13;12;16;12;8;18;8;4;7;8;7;5;8;5;1;3;2;1;3;2;3;5;2;-;2;1;2;-;-;-;1;1;2;4;2;1;-;-;-;258
"260640 GRAVATA";2;1;1;2;3;2;1;2;1;4;8;28;6;7;19;6;13;15;24;28;18;26;44;43;43;54;47;21;23;24;19;16;19;13;8;16;9;6;10;15;12;3;3;5;1;-;-;-;-;2;2;-;675
"260650 IATI";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"260660 IBIMIRIM";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;3;1;-;-;-;-;1;1;1;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;14
"260670 IBIRAJUBA";-;-;-;-;-;-;-;1;1;-;1;4;1;-;-;1;3;5;1;1;-;-;-;-;-;1;4;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
"260680 IGARASSU";13;12;18;21;33;22;57;105;168;122;69;31;22;29;48;43;22;41;53;41;20;22;22;29;33;28;34;16;36;30;13;17;18;12;11;9;5;7;19;10;9;17;13;23;10;8;11;10;9;4;16;2;1493
"260690 IGUARACY";-;-;-;-;3;3;1;2;1;1;2;-;-;-;1;1;-;1;2;2;4;3;-;1;-;-;1;1;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33
"260700 INAJA";-;-;-;-;-;-;-;3;7;6;1;2;-;1;-;-;-;-;-;2;2;1;-;-;1;1;-;-;-;1;-;2;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;33
"260710 INGAZEIRA";-;1;-;-;1;-;-;-;11;14;18;4;2;-;-;4;1;-;3;3;-;1;-;-;1;1;1;1;-;-;1;1;-;2;-;-;-;-;-;-;5;-;1;1;-;-;-;-;-;-;-;-;78
"260720 IPOJUCA";-;2;-;1;-;2;2;4;2;4;4;3;2;4;6;7;8;15;6;8;3;5;8;3;4;7;3;6;5;2;-;-;5;1;2;1;4;3;2;1;1;1;1;1;1;6;3;1;2;1;5;3;171
"260730 IPUBI";-;2;3;2;10;10;9;4;1;2;2;1;1;5;11;7;3;8;2;3;2;1;-;1;1;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;95
"260740 ITACURUBA";-;1;-;-;-;-;4;3;3;4;4;3;2;1;2;3;1;4;3;3;2;-;-;-;-;-;1;2;1;1;2;2;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;54
