2023
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisadquiridabr.def
Acquired Syphilis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Total"
"260610 GLORIA DO GOITA";2;1;1;1;-;-;-;5
"260620 GOIANA";5;2;1;10;9;6;-;33
"260630 GRANITO";-;-;1;-;-;1;-;2
"260640 GRAVATA";16;2;16;2;4;1;-;41
"260650 IATI";-;-;-;1;-;-;-;1
"260660 IBIMIRIM";-;-;1;-;1;-;-;2
"260680 IGARASSU";13;12;30;14;19;3;-;91
"260700 INAJA";2;2;-;-;-;1;-;5
"260710 INGAZEIRA";-;-;1;-;-;-;-;1
"260720 IPOJUCA";4;2;9;5;10;10;1;41
"260730 IPUBI";-;-;-;-;-;1;-;1
"260740 ITACURUBA";2;-;1;1;-;-;-;4
"260750 ITAIBA";-;-;-;2;2;1;-;5
"260760 ILHA DE ITAMARACA";8;3;2;5;3;1;-;22
"260765 ITAMBE";-;2;-;-;5;-;-;7
"260770 ITAPETIM";-;-;-;-;1;-;-;1
"260775 ITAPISSUMA";3;1;3;6;8;5;-;26
"260780 ITAQUITINGA";5;1;-;1;2;1;-;10
"260790 JABOATAO DOS GUARARAPES";67;56;70;50;42;13;-;298
"260795 JAQUEIRA";-;-;-;-;2;-;-;2
"260805 JATOBA";-;1;-;3;-;-;-;4
"260810 JOAO ALFREDO";-;-;-;1;1;1;-;3
"260840 JUREMA";-;-;-;-;3;-;-;3
"260845 LAGOA DO CARRO";-;-;2;1;-;-;-;3
"260850 LAGOA DE ITAENGA";2;2;-;1;-;-;-;5
"260860 LAGOA DO OURO";-;1;1;1;3;2;-;8
"260870 LAGOA DOS GATOS";-;-;-;-;3;3;-;6
"260880 LAJEDO";-;-;2;1;2;-;-;5
"260890 LIMOEIRO";14;1;7;5;3;2;2;34
"260900 MACAPARANA";1;1;-;-;-;-;1;3
"260910 MACHADOS";1;-;1;-;2;-;-;4
"260915 MANARI";-;-;-;-;1;2;-;3
"260940 MORENO";1;1;3;4;7;1;-;17
"260950 NAZARE DA MATA";1;2;-;1;-;-;-;4
"260960 OLINDA";68;47;65;41;33;8;1;263
"260970 OROBO";2;-;-;-;-;-;-;2
"260980 OROCO";-;-;-;-;-;3;-;3
"260990 OURICURI";2;1;3;-;1;-;-;7
"261000 PALMARES";3;-;8;9;9;5;-;34
"261030 PARANATAMA";-;-;3;-;1;-;-;4
"261040 PARNAMIRIM";-;-;-;-;-;1;-;1
"261050 PASSIRA";1;2;1;2;1;-;-;7
"261060 PAUDALHO";6;6;16;9;5;4;1;47
"261070 PAULISTA";32;32;50;40;49;13;-;216
"261090 PESQUEIRA";1;-;-;1;1;2;-;5
"261100 PETROLANDIA";-;1;-;1;2;2;-;6
"261110 PETROLINA";11;17;18;12;24;-;-;82
"261130 POMBOS";-;1;-;2;1;-;-;4
"261140 PRIMAVERA";1;-;-;-;-;2;-;3
"261150 QUIPAPA";1;1;-;-;-;1;-;3
"261153 QUIXABA";-;-;-;1;-;-;-;1
"261160 RECIFE";202;124;189;164;213;69;21;982
"261180 RIBEIRAO";1;-;-;1;-;-;-;2
"261220 SALGUEIRO";1;7;4;8;7;13;2;42
"261230 SALOA";-;-;-;-;1;-;-;1
"261240 SANHARO";1;-;1;-;2;-;-;4
"261247 SANTA CRUZ DA BAIXA VERDE";-;-;-;-;2;-;-;2
"261250 SANTA CRUZ DO CAPIBARIBE";18;25;20;12;21;15;5;116
"261260 SANTA MARIA DA BOA VISTA";-;-;-;-;1;1;-;2
"261270 SANTA MARIA DO CAMBUCA";-;-;-;-;1;-;-;1
"261290 SAO BENEDITO DO SUL";-;-;1;-;-;-;-;1
"261300 SAO BENTO DO UNA";-;2;2;-;2;1;1;8
"261310 SAO CAITANO";1;-;-;-;-;1;-;2
"261320 SAO JOAO";-;-;1;1;-;-;-;2
"261330 SAO JOAQUIM DO MONTE";-;-;-;-;1;-;-;1
"261340 SAO JOSE DA COROA GRANDE";-;-;1;-;-;-;-;1
"261360 SAO JOSE DO EGITO";1;4;-;-;-;-;-;5
"261370 SAO LOURENCO DA MATA";12;11;18;11;16;14;2;84
"261380 SAO VICENTE FERRER";-;-;-;-;1;-;-;1
"261390 SERRA TALHADA";7;4;9;2;7;3;-;32
"261410 SERTANIA";2;-;1;1;2;-;-;6
"261420 SIRINHAEM";-;2;1;1;2;-;-;6
"261430 MOREILANDIA";-;-;-;1;-;-;-;1
"261440 SOLIDAO";-;1;-;-;-;-;-;1
"261450 SURUBIM";-;1;2;-;-;1;-;4
"261460 TABIRA";-;-;-;-;1;-;-;1
"261485 TAMANDARE";-;1;-;2;6;3;1;13
"261500 TAQUARITINGA DO NORTE";-;-;2;2;-;2;-;6
"261510 TEREZINHA";1;1;-;-;2;-;-;4
"261520 TERRA NOVA";-;-;1;1;1;-;-;3
"261530 TIMBAUBA";1;6;9;8;5;3;-;32
"261540 TORITAMA";-;-;-;1;2;3;-;6
"261550 TRACUNHAEM";1;-;1;-;1;-;2;5
"261560 TRINDADE";1;-;4;1;8;5;-;19
"261600 VENTUROSA";-;-;-;1;-;-;-;1
"261620 VERTENTES";-;-;1;-;-;1;-;2
"261630 VICENCIA";-;-;2;2;4;1;-;9
"261640 VITORIA DE SANTO ANTAO";1;6;4;11;1;-;-;23
"270020 ANADIA";-;1;-;-;-;1;-;2
"270030 ARAPIRACA";21;12;12;9;6;4;-;64
"270040 ATALAIA";7;2;5;4;8;2;-;28
"270050 BARRA DE SANTO ANTONIO";-;1;-;2;1;1;-;5
"270060 BARRA DE SAO MIGUEL";1;-;1;-;1;-;-;3
"270070 BATALHA";1;2;7;-;1;1;-;12
"270100 BOCA DA MATA";1;-;-;-;1;-;-;2
"270110 BRANQUINHA";1;-;-;1;1;1;-;4
"270120 CACIMBINHAS";1;-;1;-;-;-;-;2
"270130 CAJUEIRO";-;4;2;-;4;-;-;10
"270140 CAMPO ALEGRE";-;1;1;1;5;2;-;10
"270170 CAPELA";1;1;1;-;-;-;-;3
"270180 CARNEIROS";-;1;-;-;-;-;1;2
"270190 CHA PRETA";-;-;-;-;2;-;-;2
"270210 COLONIA LEOPOLDINA";-;1;-;-;-;-;-;1
"270220 COQUEIRO SECO";-;2;-;1;-;1;-;4
"270230 CORURIPE";1;-;1;2;1;2;-;7
"270240 DELMIRO GOUVEIA";3;-;2;-;5;-;2;12
"270270 FELIZ DESERTO";-;-;-;-;-;1;-;1
"270280 FLEXEIRAS";1;-;-;-;1;-;-;2
"270290 GIRAU DO PONCIANO";-;-;1;-;-;1;-;2
"270300 IBATEGUARA";3;-;-;-;-;-;-;3
"270310 IGACI";-;-;-;-;3;-;-;3
"270320 IGREJA NOVA";-;-;-;-;1;1;-;2
"270340 JACARE DOS HOMENS";1;-;1;-;1;-;-;3
"270350 JACUIPE";1;2;-;-;-;-;-;3
"270360 JAPARATINGA";-;1;-;-;1;1;-;3
"270380 JOAQUIM GOMES";-;1;1;3;-;-;-;5
"270400 JUNQUEIRO";2;2;-;-;-;1;-;5
"270420 LIMOEIRO DE ANADIA";-;2;3;-;-;1;-;6
"270430 MACEIO";113;161;166;177;191;73;1;882
"270440 MAJOR ISIDORO";-;-;3;1;-;3;-;7
"270450 MARAGOGI";1;2;-;4;4;2;1;14
"270460 MARAVILHA";-;-;-;-;1;-;-;1
"270470 MARECHAL DEODORO";4;6;16;10;10;7;4;57
"270480 MARIBONDO";-;-;-;1;-;-;-;1
"270500 MATA GRANDE";-;-;-;1;-;-;-;1
"270510 MATRIZ DE CAMARAGIBE";-;2;-;1;-;-;-;3
"270520 MESSIAS";4;1;-;1;1;-;-;7
"270540 MONTEIROPOLIS";-;1;1;-;-;-;-;2
"270550 MURICI";4;3;1;-;2;2;-;12
"270570 OLHO D'AGUA DAS FLORES";-;-;-;-;2;-;-;2
"270580 OLHO D'AGUA DO CASADO";1;-;-;-;-;-;-;1
"270610 OURO BRANCO";-;1;2;1;-;-;-;4
"270620 PALESTINA";-;1;2;-;-;-;-;3
"270630 PALMEIRA DOS INDIOS";-;1;-;-;1;1;-;3
"270640 PAO DE ACUCAR";1;-;-;-;-;-;-;1
"270642 PARICONHA";1;-;-;-;3;-;-;4
"270644 PARIPUEIRA";-;1;5;-;-;-;-;6
"270650 PASSO DE CAMARAGIBE";2;2;1;-;-;-;-;5
"270670 PENEDO";4;3;3;1;5;4;1;21
"270680 PIACABUCU";-;-;-;-;1;-;-;1
"270690 PILAR";1;-;-;1;1;-;-;3
"270700 PINDOBA";-;-;1;-;-;-;-;1
"270710 PIRANHAS";1;1;1;-;1;-;-;4
"270730 PORTO CALVO";-;2;1;-;1;-;-;4
"270740 PORTO DE PEDRAS";1;-;-;1;-;-;1;3
"270750 PORTO REAL DO COLEGIO";2;1;1;-;2;2;-;8
"270760 QUEBRANGULO";1;-;-;-;1;-;-;2
"270770 RIO LARGO";3;4;5;8;5;3;2;30
"270780 ROTEIRO";-;-;-;-;2;-;-;2
"270790 SANTA LUZIA DO NORTE";1;-;-;-;1;1;1;4
"270800 SANTANA DO IPANEMA";-;-;2;-;1;-;-;3
"270810 SANTANA DO MUNDAU";-;-;1;-;1;-;-;2
"270820 SAO BRAS";1;-;-;-;-;-;-;1
"270830 SAO JOSE DA LAJE";-;1;1;2;1;-;-;5
"270840 SAO JOSE DA TAPERA";2;2;1;1;1;-;-;7
"270850 SAO LUIS DO QUITUNDE";-;-;3;1;1;-;-;5
"270860 SAO MIGUEL DOS CAMPOS";-;1;-;-;2;1;-;4
"270870 SAO MIGUEL DOS MILAGRES";1;1;2;-;-;-;-;4
"270880 SAO SEBASTIAO";-;1;-;1;1;-;2;5
"270890 SATUBA";-;-;1;1;1;1;-;4
"270910 TAQUARANA";-;-;1;-;-;-;-;1
"270915 TEOTONIO VILELA";-;-;-;1;1;1;-;3
"270920 TRAIPU";3;1;1;2;1;-;-;8
"270930 UNIAO DOS PALMARES";3;3;2;2;4;2;-;16
"270940 VICOSA";1;1;1;-;-;1;1;5
"280020 AQUIDABA";-;2;1;-;-;2;-;5
"280030 ARACAJU";51;45;45;61;70;35;5;312
"280040 ARAUA";2;1;1;-;-;-;-;4
"280050 AREIA BRANCA";2;4;6;2;4;-;-;18
"280060 BARRA DOS COQUEIROS";7;5;4;6;2;2;-;26
"280067 BOQUIM";-;-;-;-;-;1;-;1
"280070 BREJO GRANDE";-;1;-;-;-;-;-;1
"280100 CAMPO DO BRITO";1;1;1;1;1;-;-;5
"280120 CANINDE DE SAO FRANCISCO";-;-;1;1;-;-;-;2
"280130 CAPELA";-;4;-;-;1;1;-;6
"280140 CARIRA";1;-;-;-;1;1;-;3
"280150 CARMOPOLIS";1;3;-;-;1;-;-;5
"280160 CEDRO DE SAO JOAO";-;-;-;1;-;-;-;1
"280170 CRISTINAPOLIS";-;1;2;-;1;-;-;4
"280190 CUMBE";-;-;1;-;-;-;-;1
"280200 DIVINA PASTORA";1;-;-;1;-;-;-;2
"280210 ESTANCIA";7;10;9;3;6;7;1;43
"280220 FEIRA NOVA";-;-;-;1;1;1;-;3
"280230 FREI PAULO";-;-;-;-;1;-;-;1
"280270 ILHA DAS FLORES";1;-;-;-;-;-;-;1
"280290 ITABAIANA";6;2;5;3;4;7;2;29
"280300 ITABAIANINHA";-;4;2;1;3;4;-;14
"280310 ITABI";-;-;-;-;-;-;3;3
"280320 ITAPORANGA D'AJUDA";1;1;2;1;1;1;-;7
"280340 JAPOATA";-;-;-;1;4;-;-;5
"280350 LAGARTO";7;17;15;11;11;12;9;82
"280360 LARANJEIRAS";-;1;1;-;3;1;-;6
"280370 MACAMBIRA";-;-;-;-;-;-;2;2
"280390 MALHADOR";-;-;-;2;1;-;-;3
"280400 MARUIM";-;3;3;1;1;1;-;9
"280410 MOITA BONITA";-;-;-;-;-;1;-;1
"280420 MONTE ALEGRE DE SERGIPE";-;2;5;1;-;1;-;9
"280430 MURIBECA";-;-;1;-;-;-;-;1
"280440 NEOPOLIS";1;-;-;2;-;-;-;3
"280445 NOSSA SENHORA APARECIDA";-;-;-;-;2;-;-;2
"280450 NOSSA SENHORA DA GLORIA";-;1;-;1;-;-;-;2
"280460 NOSSA SENHORA DAS DORES";2;1;2;-;1;-;-;6
"280470 NOSSA SENHORA DE LOURDES";1;-;-;-;-;1;-;2
"280480 NOSSA SENHORA DO SOCORRO";13;13;22;16;17;6;2;89
"280490 PACATUBA";-;-;1;-;-;-;1;2
"280500 PEDRA MOLE";-;-;1;1;-;-;-;2
"280520 PINHAO";-;2;-;-;-;-;-;2
"280530 PIRAMBU";1;1;-;-;-;1;-;3
"280540 POCO REDONDO";1;1;-;-;2;-;-;4
"280550 POCO VERDE";-;-;-;-;3;-;-;3
"280560 PORTO DA FOLHA";-;-;2;1;1;-;-;4
"280570 PROPRIA";9;6;13;4;5;5;-;42
"280580 RIACHAO DO DANTAS";2;-;1;-;2;-;-;5
"280590 RIACHUELO";3;2;-;1;-;-;-;6
"280600 RIBEIROPOLIS";-;-;-;-;1;-;-;1
"280610 ROSARIO DO CATETE";2;1;-;-;-;1;-;4
"280620 SALGADO";-;-;3;-;-;-;-;3
"280630 SANTA LUZIA DO ITANHY";2;3;1;1;-;1;-;8
"280660 SANTO AMARO DAS BROTAS";-;-;-;1;-;-;-;1
"280670 SAO CRISTOVAO";27;17;7;9;12;10;6;88
"280680 SAO DOMINGOS";1;-;1;-;2;1;-;5
"280700 SAO MIGUEL DO ALEIXO";-;-;2;-;-;-;-;2
"280710 SIMAO DIAS";2;2;2;2;2;1;-;11
"280720 SIRIRI";3;-;1;-;-;1;-;5
"280730 TELHA";-;-;2;-;-;-;-;2
"280740 TOBIAS BARRETO";4;1;-;4;5;-;1;15
"280760 UMBAUBA";2;-;2;-;1;-;-;5
"290020 ABARE";-;-;-;-;2;-;-;2
"290030 ACAJUTIBA";-;-;1;1;1;-;-;3
"290040 AGUA FRIA";-;1;1;2;1;-;-;5
"290070 ALAGOINHAS";3;2;4;1;1;-;-;11
"290080 ALCOBACA";-;-;-;-;3;3;-;6
"290090 ALMADINA";2;-;2;2;-;-;-;6
"290100 AMARGOSA";-;1;1;2;2;1;-;7
"290110 AMELIA RODRIGUES";-;-;1;1;-;1;-;3
"290115 AMERICA DOURADA";-;1;1;-;1;-;-;3
"290120 ANAGE";1;-;-;-;-;-;-;1
"290130 ANDARAI";-;2;5;3;-;-;-;10
"290135 ANDORINHA";1;-;1;-;1;-;-;3
"290160 ANTAS";-;-;2;-;-;-;-;2
"290190 APORA";-;1;-;3;2;-;-;6
"290210 ARACI";-;-;1;1;2;-;-;4
"290240 AURELINO LEAL";-;2;-;-;-;-;-;2
"290270 BARRA";-;-;-;4;-;-;-;4
"290280 BARRA DA ESTIVA";1;1;-;-;-;-;-;2
"290290 BARRA DO CHOCA";5;2;1;-;1;-;-;9
"290300 BARRA DO MENDES";-;-;-;-;-;1;-;1
"290310 BARRA DO ROCHA";-;-;2;-;1;-;1;4
"290320 BARREIRAS";9;5;7;7;6;6;-;40
"290340 BELMONTE";4;4;2;1;-;-;-;11
"290350 BELO CAMPO";1;-;1;1;-;-;-;3
"290360 BIRITINGA";-;-;1;-;-;-;-;1
"290380 BOA VISTA DO TUPIM";-;-;1;-;1;-;-;2
"290390 BOM JESUS DA LAPA";-;-;1;4;1;-;-;6
"290395 BOM JESUS DA SERRA";-;1;1;-;3;-;-;5
"290405 BONITO";1;1;1;-;-;-;1;4
"290430 BREJOES";1;-;-;-;-;-;-;1
"290440 BREJOLANDIA";-;-;-;-;-;1;-;1
"290460 BRUMADO";1;4;-;6;3;-;-;14
"290470 BUERAREMA";-;1;1;-;-;-;-;2
"290480 CAATIBA";-;-;-;-;1;-;-;1
"290485 CABACEIRAS DO PARAGUACU";-;-;1;-;-;-;-;1
"290490 CACHOEIRA";-;-;-;1;-;-;-;1
"290500 CACULE";-;-;1;-;-;-;-;1
"290515 CAETANOS";1;-;2;2;2;-;-;7
"290520 CAETITE";3;2;4;1;-;-;-;10
"290530 CAFARNAUM";2;2;2;-;1;-;1;8
"290540 CAIRU";-;-;-;-;1;-;-;1
"290550 CALDEIRAO GRANDE";-;1;-;1;2;-;-;4
"290560 CAMACAN";-;3;6;6;25;8;-;48
"290570 CAMACARI";18;16;12;10;11;5;-;72
"290580 CAMAMU";-;-;-;-;1;-;-;1
"290590 CAMPO ALEGRE DE LOURDES";2;-;3;-;-;-;-;5
"290600 CAMPO FORMOSO";1;3;-;1;-;1;-;6
"290620 CANARANA";-;-;1;1;-;-;-;2
"290630 CANAVIEIRAS";-;-;2;-;2;1;-;5
"290650 CANDEIAS";4;2;7;3;-;1;1;18
"290670 CANDIDO SALES";1;1;1;-;3;1;-;7
"290680 CANSANCAO";-;-;2;-;-;-;-;2
"290682 CANUDOS";1;-;1;1;1;-;-;4
"290685 CAPELA DO ALTO ALEGRE";-;-;-;1;-;-;-;1
"290687 CAPIM GROSSO";4;1;3;5;5;1;-;19
"290689 CARAIBAS";1;-;-;1;1;-;-;3
"290690 CARAVELAS";2;1;2;1;-;5;-;11
"290700 CARDEAL DA SILVA";-;-;-;1;-;-;-;1
"290710 CARINHANHA";-;-;1;1;-;2;-;4
"290720 CASA NOVA";-;-;1;-;-;-;-;1
"290730 CASTRO ALVES";5;4;2;2;3;3;-;19
"290750 CATU";1;2;5;-;3;-;-;11
"290760 CENTRAL";-;-;1;-;1;-;-;2
"290780 CICERO DANTAS";1;-;1;-;1;-;-;3
"290800 COARACI";2;6;4;2;2;1;-;17
"290830 CONCEICAO DO ALMEIDA";-;1;1;-;-;-;-;2
"290840 CONCEICAO DO COITE";-;-;1;-;-;1;-;2
"290850 CONCEICAO DO JACUIPE";1;-;2;2;1;2;-;8
"290870 CONDEUBA";1;-;-;-;-;-;-;1
"290880 CONTENDAS DO SINCORA";-;-;-;1;-;-;-;1
"290890 CORACAO DE MARIA";-;-;-;1;1;-;-;2
"290900 CORDEIROS";-;-;-;2;1;-;-;3
"290920 CORONEL JOAO SA";1;-;1;-;-;-;-;2
"290930 CORRENTINA";-;-;-;-;-;1;-;1
"290940 COTEGIPE";1;-;1;-;-;-;-;2
"290970 CRISTOPOLIS";-;-;-;-;1;-;-;1
"290980 CRUZ DAS ALMAS";1;2;2;2;2;1;1;11
"290990 CURACA";-;-;1;-;-;-;-;1
"291005 DIAS D'AVILA";3;3;7;10;6;-;-;29
"291010 DOM BASILIO";-;-;2;-;-;-;-;2
"291020 DOM MACEDO COSTA";1;-;-;-;-;-;-;1
"291040 ENCRUZILHADA";-;1;-;1;-;-;-;2
"291070 EUCLIDES DA CUNHA";1;3;-;-;-;-;-;4
"291072 EUNAPOLIS";7;13;4;6;9;6;-;45
"291075 FATIMA";-;-;-;-;-;3;-;3
"291080 FEIRA DE SANTANA";26;26;19;33;39;7;-;150
"291085 FILADELFIA";-;-;-;1;2;-;-;3
"291100 FLORESTA AZUL";-;-;2;1;-;-;-;3
"291110 FORMOSA DO RIO PRETO";-;-;1;-;-;-;-;1
"291120 GANDU";-;2;2;-;1;-;-;5
"291125 GAVIAO";1;-;-;-;-;-;-;1
"291150 GONGOGI";-;1;2;-;1;2;-;6
"291160 GOVERNADOR MANGABEIRA";-;-;1;-;-;-;-;1
"291170 GUANAMBI";14;5;14;7;9;3;2;54
"291180 GUARATINGA";-;-;2;2;-;-;-;4
"291185 HELIOPOLIS";-;1;-;-;-;-;-;1
"291190 IACU";-;-;-;-;1;-;-;1
"291210 IBICARAI";-;-;1;1;-;-;-;2
"291220 IBICOARA";-;-;1;1;2;-;-;4
"291230 IBICUI";1;-;-;-;-;1;-;2
"291270 IBIRAPITANGA";1;-;-;5;1;-;-;7
"291280 IBIRAPUA";-;-;2;1;-;1;-;4
"291290 IBIRATAIA";5;1;3;-;-;-;-;9
"291300 IBITIARA";-;-;-;-;2;-;-;2
"291310 IBITITA";-;-;-;-;1;2;-;3
"291320 IBOTIRAMA";1;-;1;-;-;-;-;2
"291330 ICHU";-;-;-;-;5;-;-;5
"291340 IGAPORA";-;-;-;-;1;1;-;2
"291345 IGRAPIUNA";-;1;-;1;-;-;-;2
"291350 IGUAI";2;2;2;2;-;1;-;9
"291360 ILHEUS";6;5;18;11;16;14;-;70
"291390 IPIAU";6;2;9;4;5;3;-;29
"291400 IPIRA";-;1;3;1;1;-;1;7
"291430 IRAMAIA";-;1;-;-;1;-;-;2
"291450 IRARA";-;-;-;-;1;-;-;1
"291460 IRECE";3;8;1;-;-;1;-;13
"291465 ITABELA";-;-;1;-;-;1;-;2
"291470 ITABERABA";-;1;3;3;1;-;-;8
"291480 ITABUNA";10;9;19;-;1;1;-;40
"291490 ITACARE";1;4;7;4;3;1;2;22
"291500 ITAETE";1;1;-;-;1;-;-;3
"291510 ITAGI";1;3;1;-;1;-;1;7
"291520 ITAGIBA";1;-;-;-;-;-;-;1
"291530 ITAGIMIRIM";2;1;2;-;1;-;-;6
"291540 ITAJU DO COLONIA";-;1;-;1;-;-;-;2
"291550 ITAJUIPE";1;5;3;-;-;-;-;9
"291560 ITAMARAJU";1;-;4;1;3;-;-;9
"291570 ITAMARI";2;-;1;-;-;-;-;3
"291580 ITAMBE";2;1;7;-;7;1;-;18
"291600 ITANHEM";-;1;1;2;1;2;-;7
"291610 ITAPARICA";-;-;1;1;1;-;-;3
"291620 ITAPE";1;1;2;1;-;-;-;5
"291630 ITAPEBI";-;1;-;-;3;1;-;5
"291640 ITAPETINGA";8;3;7;7;7;19;4;55
"291650 ITAPICURU";1;2;2;1;1;-;-;7
"291660 ITAPITANGA";-;-;-;-;1;1;-;2
"291670 ITAQUARA";1;-;-;-;-;-;-;1
"291685 ITATIM";-;-;2;-;-;-;-;2
"291690 ITIRUCU";1;1;-;2;-;-;-;4
"291700 ITIUBA";-;-;1;-;-;-;-;1
"291710 ITORORO";-;1;4;2;1;1;-;9
"291720 ITUACU";-;2;1;-;-;-;-;3
"291733 IUIU";1;-;-;-;-;-;-;1
"291735 JABORANDI";1;-;-;2;-;-;-;3
"291750 JACOBINA";2;2;5;1;-;-;-;10
"291760 JAGUAQUARA";1;2;1;-;-;1;2;7
"291770 JAGUARARI";1;-;-;-;-;-;3;4
"291780 JAGUARIPE";-;-;1;1;-;-;-;2
"291790 JANDAIRA";-;1;1;-;-;-;-;2
"291800 JEQUIE";29;18;21;20;12;10;2;112
"291820 JIQUIRICA";-;-;1;1;1;-;-;3
"291830 JITAUNA";1;-;1;-;1;-;-;3
"291835 JOAO DOURADO";-;1;-;-;-;-;-;1
"291840 JUAZEIRO";14;11;20;22;21;10;-;98
"291845 JUCURUCU";-;-;1;-;-;-;1;2
"291850 JUSSARA";-;-;1;1;-;-;-;2
"291855 JUSSARI";-;-;3;-;2;-;-;5
"291870 LAFAIETE COUTINHO";-;-;-;1;-;-;-;1
"291875 LAGOA REAL";-;-;-;-;1;-;-;1
"291880 LAJE";-;-;1;-;-;-;-;1
"291890 LAJEDAO";-;-;-;-;1;-;-;1
"291910 LAMARAO";-;-;2;-;-;-;-;2
"291915 LAPAO";-;1;1;-;2;-;-;4
"291920 LAURO DE FREITAS";13;10;7;5;8;-;-;43
"291930 LENCOIS";-;-;2;1;-;-;-;3
"291950 LIVRAMENTO DE NOSSA SENHORA";-;2;-;-;-;1;-;3
"291955 LUIS EDUARDO MAGALHAES";2;3;5;1;1;3;-;15
"291960 MACAJUBA";1;-;-;-;-;-;-;1
"291970 MACARANI";-;-;3;3;6;3;-;15
"291992 MADRE DE DEUS";1;-;-;-;-;-;-;1
"291995 MAETINGA";-;1;1;-;-;-;-;2
"292000 MAIQUINIQUE";-;-;1;-;-;-;-;1
"292010 MAIRI";-;-;-;-;1;-;-;1
"292020 MALHADA";2;-;-;-;-;-;-;2
"292040 MANOEL VITORINO";-;1;-;2;-;-;-;3
"292045 MANSIDAO";1;-;-;-;-;-;-;1
"292050 MARACAS";3;1;3;1;-;-;-;8
"292060 MARAGOGIPE";-;-;-;-;2;-;-;2
"292070 MARAU";-;-;2;-;-;-;-;2
"292080 MARCIONILIO SOUZA";1;1;-;-;-;-;-;2
"292090 MASCOTE";1;1;-;-;-;-;-;2
"292100 MATA DE SAO JOAO";1;-;1;1;-;-;-;3
"292110 MEDEIROS NETO";-;-;-;1;1;3;-;5
"292120 MIGUEL CALMON";2;1;-;-;-;1;-;4
"292140 MIRANGABA";2;-;-;-;-;-;-;2
"292145 MIRANTE";-;-;-;-;-;2;-;2
"292150 MONTE SANTO";-;1;-;-;-;-;-;1
"292160 MORPARA";-;-;2;-;1;-;-;3
"292170 MORRO DO CHAPEU";-;3;4;1;-;2;-;10
"292190 MUCUGE";-;-;1;-;1;1;-;3
"292200 MUCURI";3;2;7;7;1;5;-;25
"292205 MULUNGU DO MORRO";-;1;-;1;-;-;-;2
"292210 MUNDO NOVO";-;-;-;-;1;-;-;1
"292225 MUQUEM DE SAO FRANCISCO";-;-;-;-;2;-;-;2
"292230 MURITIBA";3;2;2;3;-;-;-;10
"292240 MUTUIPE";-;-;-;1;1;-;-;2
"292250 NAZARE";-;-;-;-;1;-;-;1
"292265 NORDESTINA";-;-;2;-;-;-;-;2
"292270 NOVA CANAA";-;1;-;-;-;-;-;1
"292273 NOVA FATIMA";-;-;1;4;3;1;-;9
"292280 NOVA ITARANA";-;-;-;-;-;2;-;2
"292285 NOVA REDENCAO";-;-;-;1;-;-;-;1
"292290 NOVA SOURE";1;-;1;1;1;-;-;4
"292300 NOVA VICOSA";2;5;1;3;4;1;1;17
"292310 OLINDINA";-;1;2;-;-;-;1;4
"292330 OURICANGAS";-;-;-;-;1;1;-;2
"292340 PALMAS DE MONTE ALTO";-;3;2;-;-;-;-;5
"292350 PALMEIRAS";1;-;-;2;1;-;-;4
"292360 PARAMIRIM";1;-;-;-;1;-;-;2
"292370 PARATINGA";-;-;-;1;-;-;-;1
"292390 PAU BRASIL";13;4;3;-;1;-;-;21
"292400 PAULO AFONSO";6;2;3;1;-;5;1;18
"292405 PE DE SERRA";-;-;1;-;-;-;-;1
"292410 PEDRAO";1;1;-;-;-;-;-;2
"292460 PINDOBACU";-;-;1;1;-;-;-;2
"292470 PIRIPA";1;-;-;-;1;1;-;3
"292480 PIRITIBA";-;-;-;-;-;1;-;1
"292500 PLANALTO";1;-;1;1;3;-;-;6
"292510 POCOES";6;11;5;6;5;2;-;35
"292520 POJUCA";-;-;1;-;2;-;-;3
"292530 PORTO SEGURO";21;29;30;7;24;9;-;120
"292550 PRADO";2;-;-;2;2;1;-;7
"292560 PRESIDENTE DUTRA";1;1;-;1;-;-;-;3
"292575 PRESIDENTE TANCREDO NEVES";-;1;1;2;-;-;-;4
"292580 QUEIMADAS";-;-;-;-;-;-;1;1
"292590 QUIJINGUE";-;-;-;-;1;-;-;1
"292593 QUIXABEIRA";-;1;-;-;-;-;-;1
"292595 RAFAEL JAMBEIRO";-;-;-;2;1;-;-;3
"292600 REMANSO";-;-;2;4;-;-;1;7
"292610 RETIROLANDIA";-;1;-;-;-;-;-;1
"292620 RIACHAO DAS NEVES";-;-;1;-;1;-;-;2
"292630 RIACHAO DO JACUIPE";-;-;1;-;4;-;-;5
"292660 RIBEIRA DO POMBAL";2;-;3;2;1;-;2;10
"292665 RIBEIRAO DO LARGO";1;1;-;-;-;2;2;6
"292670 RIO DE CONTAS";-;-;-;-;1;-;-;1
"292680 RIO DO ANTONIO";-;-;-;-;-;1;-;1
"292700 RIO REAL";-;1;1;3;3;1;-;9
"292720 RUY BARBOSA";1;2;-;-;1;1;-;5
"292730 SALINAS DA MARGARIDA";4;-;3;1;-;-;-;8
"292740 SALVADOR";318;249;422;291;206;16;3;1505
"292760 SANTA BRIGIDA";-;1;-;-;-;-;-;1
"292770 SANTA CRUZ CABRALIA";4;2;3;1;4;2;-;16
